full_text,cleasing,case_folding,normalisasi,tokenize,filtering/stopword removal,label
@SOBAT_ANIES Payakumbuh #01AMINwinElection,Payakumbuh,payakumbuh,payakumbuh,['payakumbuh'],['payakumbuh'],Positif
@kumparan Apabila pak Anies kalah putaran pertama lebih baik pilih Ganjar daripada 02 https://t.co/MmkFJAwohP,Apabila pak Anies kalah putaran pertama lebih baik pilih Ganjar daripada 02,apabila pak anies kalah putaran pertama lebih baik pilih ganjar daripada 02,apabila pak anies kalah putaran pertama lebih baik pilih   daripada 02,"['apabila', 'pak', 'anies', 'kalah', 'putaran', 'pertama', 'lebih', 'baik', 'pilih', 'daripada', '02']","['anies', 'kalah', 'putaran', 'pilih', '02']",Netral
@liputan6dotcom Mari sama kita menangkan pak anies. namun apabila kalah kita cuss ke pak ganjar di pemutaran kedua jangan ke PS yg terpenting. https://t.co/DVZ73BQHsa,Mari sama kita menangkan pak anies namun apabila kalah kita cuss ke pak ganjar di pemutaran kedua jangan ke PS yg terpenting,mari sama kita menangkan pak anies namun apabila kalah kita cuss ke pak ganjar di pemutaran kedua jangan ke ps yg terpenting,mari sama kita menangkan pak anies namun apabila kalah kita cuss ke pak   di pemutaran kedua jangan ke ps yang terpenting,"['mari', 'sama', 'kita', 'menangkan', 'pak', 'anies', 'namun', 'apabila', 'kalah', 'kita', 'cuss', 'ke', 'pak', 'di', 'pemutaran', 'kedua', 'jangan', 'ke', 'ps', 'yang', 'terpenting']","['mari', 'menangkan', 'anies', 'kalah', 'cuss', 'pemutaran', 'ps', 'terpenting']",Netral
@VIVAcoid Kemarin survei dan ini media asing ..waduh kok nggak capek ya Anies udh bikin gue klop yg lain antrii..https://t.co/s6wOIvmBPE,Kemarin survei dan ini media asing waduh kok nggak capek ya Anies udh bikin gue klop yg lain antrii,kemarin survei dan ini media asing waduh kok nggak capek ya anies udh bikin gue klop yg lain antrii,kemarin survei dan ini media asing waduh kok nggak capek ya anies udh bikin gue klop yang lain antrii,"['kemarin', 'survei', 'dan', 'ini', 'media', 'asing', 'waduh', 'kok', 'nggak', 'capek', 'ya', 'anies', 'udh', 'bikin', 'gue', 'klop', 'yang', 'lain', 'antrii']","['kemarin', 'survei', 'media', 'asing', 'nggak', 'capek', 'ya', 'anies', 'udh', 'bikin', 'gue', 'klop', 'antrii']",Positif
@VIVAcoid Ya syukuri aja wo tp pilihan gue tetep Anies ada Ganjar bila Anies kalah.https://t.co/dXXTD6PNNh,Ya syukuri aja wo tp pilihan gue tetep Anies ada Ganjar bila Anies kalah,ya syukuri aja wo tp pilihan gue tetep anies ada ganjar bila anies kalah,ya syukuri aja wo tp pilihan gue tetep anies ada   bila anies kalah,"['ya', 'syukuri', 'aja', 'wo', 'tp', 'pilihan', 'gue', 'tetep', 'anies', 'ada', 'bila', 'anies', 'kalah']","['ya', 'syukuri', 'aja', 'wo', 'tp', 'pilihan', 'gue', 'tetep', 'anies', 'anies', 'kalah']",Netral
 Sesungguhnya pemimpin tidak punya etik telah kehilangan legitimasi @sudirmansaid #AMINmenang #Anies #pilpres #gerakanperubahan,Sesungguhnya pemimpin tidak punya etik telah kehilangan legitimasi,sesungguhnya pemimpin tidak punya etik telah kehilangan legitimasi,sesungguhnya pemimpin tidak punya etik telah kehilangan legitimasi,"['sesungguhnya', 'pemimpin', 'tidak', 'punya', 'etik', 'telah', 'kehilangan', 'legitimasi']","['sesungguhnya', 'pemimpin', 'etik', 'kehilangan', 'legitimasi']",Positif
 EMG SELAMA INI MALING NGAKU? TEMAN KAU YG MALING DUIT BAZZAR ITU APA DIA NGAKU? Alhamdulillah sadar dia gk mau pilih anies krn katanya anies imam mahdi ada satu lg yg dukung si wowo. weeehhhh males dh debat sm dia soalnya dia BODOH cocok jg dia sm si wowo sm2 anti kritik,EMG SELAMA INI MALING NGAKU TEMAN KAU YG MALING DUIT BAZZAR ITU APA DIA NGAKU Alhamdulillah sadar dia gk mau pilih anies krn katanya anies imam mahdi ada satu lg yg dukung si wowo weeehhhh males dh debat sm dia soalnya dia BODOH cocok jg dia sm si wowo sm2 anti kritik,emg selama ini maling ngaku teman kau yg maling duit bazzar itu apa dia ngaku alhamdulillah sadar dia gk mau pilih anies krn katanya anies imam mahdi ada satu lg yg dukung si wowo weeehhhh males dh debat sm dia soalnya dia bodoh cocok jg dia sm si wowo sm2 anti kritik,emg selama ini maling ngaku teman kau yang maling duit bazzar itu apa dia ngaku alhamdulillah sadar dia gk mau pilih anies karena katanya anies imam mahdi ada satu lg yang dukung si wowo weeehhhh males dh debat sm dia soalnya dia bodoh cocok jg dia sm si wowo sm2 anti kritik,"['emg', 'selama', 'ini', 'maling', 'ngaku', 'teman', 'kau', 'yang', 'maling', 'duit', 'bazzar', 'itu', 'apa', 'dia', 'ngaku', 'alhamdulillah', 'sadar', 'dia', 'gk', 'mau', 'pilih', 'anies', 'karena', 'katanya', 'anies', 'imam', 'mahdi', 'ada', 'satu', 'lg', 'yang', 'dukung', 'si', 'wowo', 'weeehhhh', 'males', 'dh', 'debat', 'sm', 'dia', 'soalnya', 'dia', 'bodoh', 'cocok', 'jg', 'dia', 'sm', 'si', 'wowo', 'sm2', 'anti', 'kritik']","['emg', 'maling', 'ngaku', 'teman', 'kau', 'maling', 'duit', 'bazzar', 'ngaku', 'alhamdulillah', 'sadar', 'gk', 'pilih', 'anies', 'anies', 'imam', 'mahdi', 'lg', 'dukung', 'si', 'wowo', 'weeehhhh', 'males', 'dh', 'debat', 'sm', 'bodoh', 'cocok', 'jg', 'sm', 'si', 'wowo', 'sm2', 'anti', 'kritik']",Negatif
temenku awalnya 02 aku kasih fakta paanjaanggg bgt ttg 02. dia gk mau pilih anies yauda gapapa pilih 03 aja. asal jgn 02 aku geeerreem bgttt liat dia bela2in wowo segitunya awal2 blg kasus si wowo gk masuk akl gk ada bukti krn si wowo gk ngaku. ya kubilang,temenku awalnya 02 aku kasih fakta paanjaanggg bgt ttg 02 dia gk mau pilih anies yauda gapapa pilih 03 aja asal jgn 02 aku geeerreem bgttt liat dia bela2in wowo segitunya awal2 blg kasus si wowo gk masuk akl gk ada bukti krn si wowo gk ngaku ya kubilang,temenku awalnya 02 aku kasih fakta paanjaanggg bgt ttg 02 dia gk mau pilih anies yauda gapapa pilih 03 aja asal jgn 02 aku geeerreem bgttt liat dia bela2in wowo segitunya awal2 blg kasus si wowo gk masuk akl gk ada bukti krn si wowo gk ngaku ya kubilang,temenku awalnya 02 aku kasih fakta paanjaanggg bgt ttg 02 dia gk mau pilih anies yauda gapapa pilih 03 aja asal jgn 02 aku geeerreem bgttt liat dia bela2in wowo segitunya awal2 blg kasus si wowo gk masuk akl gk ada bukti karena si wowo gk ngaku ya kubilang,"['temenku', 'awalnya', '02', 'aku', 'kasih', 'fakta', 'paanjaanggg', 'bgt', 'ttg', '02', 'dia', 'gk', 'mau', 'pilih', 'anies', 'yauda', 'gapapa', 'pilih', '03', 'aja', 'asal', 'jgn', '02', 'aku', 'geeerreem', 'bgttt', 'liat', 'dia', 'bela2in', 'wowo', 'segitunya', 'awal2', 'blg', 'kasus', 'si', 'wowo', 'gk', 'masuk', 'akl', 'gk', 'ada', 'bukti', 'karena', 'si', 'wowo', 'gk', 'ngaku', 'ya', 'kubilang']","['temenku', '02', 'kasih', 'fakta', 'paanjaanggg', 'bgt', 'ttg', '02', 'gk', 'pilih', 'anies', 'yauda', 'gapapa', 'pilih', '03', 'aja', 'jgn', '02', 'geeerreem', 'bgttt', 'liat', 'bela2in', 'wowo', 'segitunya', 'awal2', 'blg', 'si', 'wowo', 'gk', 'masuk', 'akl', 'gk', 'bukti', 'si', 'wowo', 'gk', 'ngaku', 'ya', 'kubilang']",Netral
Pak anies suara saya hari ini saya titipkan ke bapak dengan harapan yang besar semoga amanah ya pak ,Pak anies suara saya hari ini saya titipkan ke bapak dengan harapan yang besar semoga amanah ya pak,pak anies suara saya hari ini saya titipkan ke bapak dengan harapan yang besar semoga amanah ya pak,pak anies suara saya hari ini saya titipkan ke bapak dengan harapan yang besar semoga amanah ya pak,"['pak', 'anies', 'suara', 'saya', 'hari', 'ini', 'saya', 'titipkan', 'ke', 'bapak', 'dengan', 'harapan', 'yang', 'besar', 'semoga', 'amanah', 'ya', 'pak']","['anies', 'suara', 'titipkan', 'harapan', 'semoga', 'amanah', 'ya']",Positif
@aniesbaswedan Bismillah ya Allah ya tuhan ku tolong jaga dan menangkan pak @aniesbaswedan di pemilu ini. 5 kali ikut pemilu ga pernah pake hati kayak gini. Go pak Anies,Bismillah ya Allah ya tuhan ku tolong jaga dan menangkan pak di pemilu ini 5 kali ikut pemilu ga pernah pake hati kayak gini Go pak Anies,bismillah ya allah ya tuhan ku tolong jaga dan menangkan pak di pemilu ini 5 kali ikut pemilu ga pernah pake hati kayak gini go pak anies,bismillah ya allah ya tuhan ku tolong jaga dan menangkan pak di pemilu ini 5 kali ikut pemilu ga pernah pake hati kayak gini go pak anies,"['bismillah', 'ya', 'allah', 'ya', 'tuhan', 'ku', 'tolong', 'jaga', 'dan', 'menangkan', 'pak', 'di', 'pemilu', 'ini', '5', 'kali', 'ikut', 'pemilu', 'ga', 'pernah', 'pake', 'hati', 'kayak', 'gini', 'go', 'pak', 'anies']","['bismillah', 'ya', 'allah', 'ya', 'tuhan', 'ku', 'tolong', 'jaga', 'menangkan', 'pemilu', '5', 'kali', 'pemilu', 'ga', 'pake', 'hati', 'kayak', 'gini', 'go', 'anies']",Positif
ibu otw keluar rumah terus aku teriak eh buset Anies 90% ibu pun reflek menoleh dan aku lanjut berkata eitsss kan ucapan adalah doa LANGSUNG DITINGGAL BJIRRR ,ibu otw keluar rumah terus aku teriak eh buset Anies 90 ibu pun reflek menoleh dan aku lanjut berkata eitsss kan ucapan adalah doa LANGSUNG DITINGGAL BJIRRR,ibu otw keluar rumah terus aku teriak eh buset anies 90 ibu pun reflek menoleh dan aku lanjut berkata eitsss kan ucapan adalah doa langsung ditinggal bjirrr,ibu otw keluar rumah terus aku teriak eh buset anies 90 ibu pun reflek menoleh dan aku lanjut berkata eitsss kan ucapan adalah doa langsung ditinggal bjirrr,"['ibu', 'otw', 'keluar', 'rumah', 'terus', 'aku', 'teriak', 'eh', 'buset', 'anies', '90', 'ibu', 'pun', 'reflek', 'menoleh', 'dan', 'aku', 'lanjut', 'berkata', 'eitsss', 'kan', 'ucapan', 'adalah', 'doa', 'langsung', 'ditinggal', 'bjirrr']","['otw', 'rumah', 'teriak', 'eh', 'buset', 'anies', '90', 'reflek', 'menoleh', 'eitsss', 'ucapan', 'doa', 'langsung', 'ditinggal', 'bjirrr']",Netral
@_strangebrew Padahal Anies itu paling toleran dan bisa mendamaikan semua pihak. Jangan ragu vote @aniesbaswedan,Padahal Anies itu paling toleran dan bisa mendamaikan semua pihak Jangan ragu vote,padahal anies itu paling toleran dan bisa mendamaikan semua pihak jangan ragu vote,padahal anies itu paling toleran dan bisa mendamaikan semua pihak jangan ragu vote,"['padahal', 'anies', 'itu', 'paling', 'toleran', 'dan', 'bisa', 'mendamaikan', 'semua', 'pihak', 'jangan', 'ragu', 'vote']","['anies', 'toleran', 'mendamaikan', 'ragu', 'vote']",Positif
Mantap emang 01 didukung hti fpi wahabi didukung amrik lagi kapan lagi kan lu liat fpi nyatu ama amerika wkwkwkwk pak Anies segala fitnah udah kena ke beliau semoga Allah angkat derajatnya,Mantap emang 01 didukung hti fpi wahabi didukung amrik lagi kapan lagi kan lu liat fpi nyatu ama amerika wkwkwkwk pak Anies segala fitnah udah kena ke beliau semoga Allah angkat derajatnya,mantap emang 01 didukung hti fpi wahabi didukung amrik lagi kapan lagi kan lu liat fpi nyatu ama amerika wkwkwkwk pak anies segala fitnah udah kena ke beliau semoga allah angkat derajatnya,mantap emang 01 didukung hti fpi wahabi didukung amrik lagi kapan lagi kan lu liat fpi nyatu ama amerika wkwkwkwk pak anies segala fitnah udah kena ke beliau semoga allah angkat derajatnya,"['mantap', 'emang', '01', 'didukung', 'hti', 'fpi', 'wahabi', 'didukung', 'amrik', 'lagi', 'kapan', 'lagi', 'kan', 'lu', 'liat', 'fpi', 'nyatu', 'ama', 'amerika', 'wkwkwkwk', 'pak', 'anies', 'segala', 'fitnah', 'udah', 'kena', 'ke', 'beliau', 'semoga', 'allah', 'angkat', 'derajatnya']","['mantap', 'emang', '01', 'didukung', 'hti', 'fpi', 'wahabi', 'didukung', 'amrik', 'lu', 'liat', 'fpi', 'nyatu', 'ama', 'amerika', 'wkwkwkwk', 'anies', 'fitnah', 'udah', 'kena', 'beliau', 'semoga', 'allah', 'angkat', 'derajatnya']",Positif
Testoni tanpa bayaran beruntungnya kita punya p Anies.,Testoni tanpa bayaran beruntungnya kita punya p Anies,testoni tanpa bayaran beruntungnya kita punya p anies,testoni tanpa bayaran beruntungnya kita punya p anies,"['testoni', 'tanpa', 'bayaran', 'beruntungnya', 'kita', 'punya', 'p', 'anies']","['testoni', 'bayaran', 'beruntungnya', 'p', 'anies']",Positif
@manyargubi https://t.co/lCkUD7v7g4 Masih aja nyebar fitnah pendukung Anies. Nih Puan sendiri yg ngebantah ga ada jg pak Jkw terang2an di media bilang mau 3 periode,Masih aja nyebar fitnah pendukung Anies Nih Puan sendiri yg ngebantah ga ada jg pak Jkw terang2an di media bilang mau 3 periode,masih aja nyebar fitnah pendukung anies nih puan sendiri yg ngebantah ga ada jg pak jkw terang2an di media bilang mau 3 periode,masih aja nyebar fitnah pendukung anies nih puan sendiri yang ngebantah ga ada jg pak jkw terang2an di media bilang mau 3 periode,"['masih', 'aja', 'nyebar', 'fitnah', 'pendukung', 'anies', 'nih', 'puan', 'sendiri', 'yang', 'ngebantah', 'ga', 'ada', 'jg', 'pak', 'jkw', 'terang2an', 'di', 'media', 'bilang', 'mau', '3', 'periode']","['aja', 'nyebar', 'fitnah', 'pendukung', 'anies', 'nih', 'puan', 'ngebantah', 'ga', 'jg', 'jkw', 'terang2an', 'media', 'bilang', '3', 'periode']",Negatif
@tempodotco Strategi saya kalo nanti pak Anies gagal putaran 1 saya lebih memilih untuk mendukung Ganjar Pranowo daripada mendukung Prabowo Subianto https://t.co/6Anxp5MpU5,Strategi saya kalo nanti pak Anies gagal putaran 1 saya lebih memilih untuk mendukung Ganjar Pranowo daripada mendukung Prabowo Subianto,strategi saya kalo nanti pak anies gagal putaran 1 saya lebih memilih untuk mendukung ganjar pranowo daripada mendukung prabowo subianto,strategi saya kalau nanti pak anies gagal putaran 1 saya lebih memilih untuk mendukung   pranowo daripada mendukung prabowo subianto,"['strategi', 'saya', 'kalau', 'nanti', 'pak', 'anies', 'gagal', 'putaran', '1', 'saya', 'lebih', 'memilih', 'untuk', 'mendukung', 'pranowo', 'daripada', 'mendukung', 'prabowo', 'subianto']","['strategi', 'anies', 'gagal', 'putaran', '1', 'memilih', 'mendukung', 'pranowo', 'mendukung', 'prabowo', 'subianto']",Netral
Kalau pak Anies menang saya akan rajin ngonten!,Kalau pak Anies menang saya akan rajin ngonten,kalau pak anies menang saya akan rajin ngonten,kalau pak anies menang saya akan rajin ngonten,"['kalau', 'pak', 'anies', 'menang', 'saya', 'akan', 'rajin', 'ngonten']","['anies', 'menang', 'rajin', 'ngonten']",Positif
@Txt_Babekoe @Gojekmilitan Cewek pake baju kuning yg joget sama Anies cantik juga yak,Cewek pake baju kuning yg joget sama Anies cantik juga yak,cewek pake baju kuning yg joget sama anies cantik juga yak,cewek pake baju kuning yang joget sama anies cantik juga yak,"['cewek', 'pake', 'baju', 'kuning', 'yang', 'joget', 'sama', 'anies', 'cantik', 'juga', 'yak']","['cewek', 'pake', 'baju', 'kuning', 'joget', 'anies', 'cantik', 'yak']",Netral
@SumitroYoel Kita beruntung punya p Anies makanya yuk jangan kita sia siakan kesempatan emas ini buat pilih beliau. Agar Indonesia lebih sejahtera maju adil dan beradab,Kita beruntung punya p Anies makanya yuk jangan kita sia siakan kesempatan emas ini buat pilih beliau Agar Indonesia lebih sejahtera maju adil dan beradab,kita beruntung punya p anies makanya yuk jangan kita sia siakan kesempatan emas ini buat pilih beliau agar indonesia lebih sejahtera maju adil dan beradab,kita beruntung punya p anies makanya yuk jangan kita sia siakan kesempatan emas ini buat pilih beliau agar indonesia lebih sejahtera maju adil dan beradab,"['kita', 'beruntung', 'punya', 'p', 'anies', 'makanya', 'yuk', 'jangan', 'kita', 'sia', 'siakan', 'kesempatan', 'emas', 'ini', 'buat', 'pilih', 'beliau', 'agar', 'indonesia', 'lebih', 'sejahtera', 'maju', 'adil', 'dan', 'beradab']","['beruntung', 'p', 'anies', 'yuk', 'sia', 'siakan', 'kesempatan', 'emas', 'pilih', 'beliau', 'indonesia', 'sejahtera', 'maju', 'adil', 'beradab']",Positif
@Lisaamartatara6 Gw yakin anies kok kalah ya,Gw yakin anies kok kalah ya,gw yakin anies kok kalah ya,gw yakin anies kok kalah ya,"['gw', 'yakin', 'anies', 'kok', 'kalah', 'ya']","['gw', 'anies', 'kalah', 'ya']",Negatif
@zainul_munas @aniesbaswedan @cakimiNOW Ayo saudaraku dari sabang sampai merauke gerakkan hatimu peduli keluarga dan tetanggamu coblos Anies untuk perubahan. Semoga pak anies dan Cak Imin dilancarkan jadi presiden dan wakil presiden Indonesia 2024 amin @aniesbaswedan @cakimiNOW #01AMINwinElection,Ayo saudaraku dari sabang sampai merauke gerakkan hatimu peduli keluarga dan tetanggamu coblos Anies untuk perubahan Semoga pak anies dan Cak Imin dilancarkan jadi presiden dan wakil presiden Indonesia 2024 amin,ayo saudaraku dari sabang sampai merauke gerakkan hatimu peduli keluarga dan tetanggamu coblos anies untuk perubahan semoga pak anies dan cak imin dilancarkan jadi presiden dan wakil presiden indonesia 2024 amin,ayo saudaraku dari sabang sampai merauke gerakkan hatimu peduli keluarga dan tetanggamu coblos anies untuk perubahan semoga pak anies dan cak imin dilancarkan jadi presiden dan wakil presiden indonesia 2024 amin,"['ayo', 'saudaraku', 'dari', 'sabang', 'sampai', 'merauke', 'gerakkan', 'hatimu', 'peduli', 'keluarga', 'dan', 'tetanggamu', 'coblos', 'anies', 'untuk', 'perubahan', 'semoga', 'pak', 'anies', 'dan', 'cak', 'imin', 'dilancarkan', 'jadi', 'presiden', 'dan', 'wakil', 'presiden', 'indonesia', '2024', 'amin']","['ayo', 'saudaraku', 'sabang', 'merauke', 'gerakkan', 'hatimu', 'peduli', 'keluarga', 'tetanggamu', 'coblos', 'anies', 'perubahan', 'semoga', 'anies', 'cak', 'imin', 'dilancarkan', 'presiden', 'wakil', 'presiden', 'indonesia', '2024', 'amin']",Positif
@liputan6dotcom Pilih nomor dua kalian ? rugii dongg. pilih satu dong pak anies yg benar terbaik. boleh ke pak ganjar kalo pak anies kalah dulu ygy. https://t.co/7SQA0vxTeP,Pilih nomor dua kalian rugii dongg pilih satu dong pak anies yg benar terbaik boleh ke pak ganjar kalo pak anies kalah dulu ygy,pilih nomor dua kalian rugii dongg pilih satu dong pak anies yg benar terbaik boleh ke pak ganjar kalo pak anies kalah dulu ygy,pilih nomor dua kalian rugii dongg pilih satu dong pak anies yang benar terbaik boleh ke pak   kalau pak anies kalah dulu ygy,"['pilih', 'nomor', 'dua', 'kalian', 'rugii', 'dongg', 'pilih', 'satu', 'dong', 'pak', 'anies', 'yang', 'benar', 'terbaik', 'boleh', 'ke', 'pak', 'kalau', 'pak', 'anies', 'kalah', 'dulu', 'ygy']","['pilih', 'nomor', 'rugii', 'dongg', 'pilih', 'anies', 'terbaik', 'anies', 'kalah', 'ygy']",Positif
Bismillah...Anies Rasyid Baswedan For RI 01 #HaveAniesDay https://t.co/zokCDItI8A,BismillahAnies Rasyid Baswedan For RI 01,bismillahanies rasyid baswedan for ri 01,bismillahanies rasyid baswedan for ri 01,"['bismillahanies', 'rasyid', 'baswedan', 'for', 'ri', '01']","['bismillahanies', 'rasyid', 'baswedan', 'for', 'ri', '01']",Positif
@kumparan Berhati mulia sekali Pak Anies makin mantap dukunganku ke Pak Anies https://t.co/bAGlBDTmf1,Berhati mulia sekali Pak Anies makin mantap dukunganku ke Pak Anies,berhati mulia sekali pak anies makin mantap dukunganku ke pak anies,berhati mulia sekali pak anies makin mantap dukunganku ke pak anies,"['berhati', 'mulia', 'sekali', 'pak', 'anies', 'makin', 'mantap', 'dukunganku', 'ke', 'pak', 'anies']","['berhati', 'mulia', 'anies', 'mantap', 'dukunganku', 'anies']",Positif
Untung yg ini sebelum aksinya di jalankan dah ketangkap duluan ! Jadi ingat kata Anies bahwa PERILAKU PENDUKUNG ITU MEWAKILI SIFAT ORANG YG DIDUKUNG. https://t.co/j2IodiMBv4,Untung yg ini sebelum aksinya di jalankan dah ketangkap duluan Jadi ingat kata Anies bahwa PERILAKU PENDUKUNG ITU MEWAKILI SIFAT ORANG YG DIDUKUNG,untung yg ini sebelum aksinya di jalankan dah ketangkap duluan jadi ingat kata anies bahwa perilaku pendukung itu mewakili sifat orang yg didukung,untung yang ini sebelum aksinya di jalankan dah ketangkap duluan jadi ingat kata anies bahwa perilaku pendukung itu mewakili sifat orang yang didukung,"['untung', 'yang', 'ini', 'sebelum', 'aksinya', 'di', 'jalankan', 'dah', 'ketangkap', 'duluan', 'jadi', 'ingat', 'kata', 'anies', 'bahwa', 'perilaku', 'pendukung', 'itu', 'mewakili', 'sifat', 'orang', 'yang', 'didukung']","['untung', 'aksinya', 'jalankan', 'dah', 'ketangkap', 'duluan', 'anies', 'perilaku', 'pendukung', 'mewakili', 'sifat', 'orang', 'didukung']",Netral
Biaya Akomodasi penginapan makan visa dll tentunya lebih murah bisa ditekan hingga 90% karena konsepnya sama halnya dengan tinggal di Kampung sendiri. Semoga Alloh SWT meridhoi dan mengabulkan doa umat untuk kemenangan Anies - Muhaimin. ``` AMIN..!!!,Biaya Akomodasi penginapan makan visa dll tentunya lebih murah bisa ditekan hingga 90 karena konsepnya sama halnya dengan tinggal di Kampung sendiri Semoga Alloh SWT meridhoi dan mengabulkan doa umat untuk kemenangan Anies Muhaimin AMIN,biaya akomodasi penginapan makan visa dll tentunya lebih murah bisa ditekan hingga 90 karena konsepnya sama halnya dengan tinggal di kampung sendiri semoga alloh swt meridhoi dan mengabulkan doa umat untuk kemenangan anies muhaimin amin,biaya akomodasi penginapan makan visa dll tentunya lebih murah bisa ditekan hingga 90 karena konsepnya sama halnya dengan tinggal di kampung sendiri semoga alloh swt meridhoi dan mengabulkan doa umat untuk kemenangan anies muhaimin amin,"['biaya', 'akomodasi', 'penginapan', 'makan', 'visa', 'dll', 'tentunya', 'lebih', 'murah', 'bisa', 'ditekan', 'hingga', '90', 'karena', 'konsepnya', 'sama', 'halnya', 'dengan', 'tinggal', 'di', 'kampung', 'sendiri', 'semoga', 'alloh', 'swt', 'meridhoi', 'dan', 'mengabulkan', 'doa', 'umat', 'untuk', 'kemenangan', 'anies', 'muhaimin', 'amin']","['biaya', 'akomodasi', 'penginapan', 'makan', 'visa', 'dll', 'murah', 'ditekan', '90', 'konsepnya', 'halnya', 'tinggal', 'kampung', 'semoga', 'alloh', 'swt', 'meridhoi', 'mengabulkan', 'doa', 'umat', 'kemenangan', 'anies', 'muhaimin', 'amin']",Positif
@Nomox3 @GarisInter @siyokjombang Sdh ngira si saya kl abang @GarisInter 01 . Dia itu berakhlaqul karimah kaya anies kalau abang @rofikabdul_6324 pst nya pilih gibran sesuai dgn tingkahnya ,Sdh ngira si saya kl abang 01 Dia itu berakhlaqul karimah kaya anies kalau abang pst nya pilih gibran sesuai dgn tingkahnya,sdh ngira si saya kl abang 01 dia itu berakhlaqul karimah kaya anies kalau abang pst nya pilih gibran sesuai dgn tingkahnya,sudah ngira si saya kl abang 01 dia itu berakhlaqul karimah kaya anies kalau abang pst nya pilih gibran sesuai dgn tingkahnya,"['sudah', 'ngira', 'si', 'saya', 'kl', 'abang', '01', 'dia', 'itu', 'berakhlaqul', 'karimah', 'kaya', 'anies', 'kalau', 'abang', 'pst', 'nya', 'pilih', 'gibran', 'sesuai', 'dgn', 'tingkahnya']","['ngira', 'si', 'kl', 'abang', '01', 'berakhlaqul', 'karimah', 'kaya', 'anies', 'abang', 'pst', 'nya', 'pilih', 'gibran', 'sesuai', 'dgn', 'tingkahnya']",Positif
Bila Anies menang dan jadi Presiden RI Raja Arab Saudi akan memberikan Hak Pakai Tanah untuk di dirikan Kampung Haji Indonesia ( baca Kawasan Pemukiman berupa Hotel ) untuk kegiatan Ibadah Haji dan Umroh. Beberapa negara Arab ( Kuwait Qatar Emirates dll. ),Bila Anies menang dan jadi Presiden RI Raja Arab Saudi akan memberikan Hak Pakai Tanah untuk di dirikan Kampung Haji Indonesia baca Kawasan Pemukiman berupa Hotel untuk kegiatan Ibadah Haji dan Umroh Beberapa negara Arab Kuwait Qatar Emirates dll,bila anies menang dan jadi presiden ri raja arab saudi akan memberikan hak pakai tanah untuk di dirikan kampung haji indonesia baca kawasan pemukiman berupa hotel untuk kegiatan ibadah haji dan umroh beberapa negara arab kuwait qatar emirates dll,bila anies menang dan jadi presiden ri raja arab saudi akan memberikan hak pakai tanah untuk di dirikan kampung haji indonesia baca kawasan pemukiman berupa hotel untuk kegiatan ibadah haji dan umroh beberapa negara arab kuwait qatar emirates dll,"['bila', 'anies', 'menang', 'dan', 'jadi', 'presiden', 'ri', 'raja', 'arab', 'saudi', 'akan', 'memberikan', 'hak', 'pakai', 'tanah', 'untuk', 'di', 'dirikan', 'kampung', 'haji', 'indonesia', 'baca', 'kawasan', 'pemukiman', 'berupa', 'hotel', 'untuk', 'kegiatan', 'ibadah', 'haji', 'dan', 'umroh', 'beberapa', 'negara', 'arab', 'kuwait', 'qatar', 'emirates', 'dll']","['anies', 'menang', 'presiden', 'ri', 'raja', 'arab', 'saudi', 'hak', 'pakai', 'tanah', 'dirikan', 'kampung', 'haji', 'indonesia', 'baca', 'kawasan', 'pemukiman', 'hotel', 'kegiatan', 'ibadah', 'haji', 'umroh', 'negara', 'arab', 'kuwait', 'qatar', 'emirates', 'dll']",Positif
Pak anies : wes lahh karep karepmu,Pak anies wes lahh karep karepmu,pak anies wes lahh karep karepmu,pak anies wes lahh karep karepmu,"['pak', 'anies', 'wes', 'lahh', 'karep', 'karepmu']","['anies', 'wes', 'lahh', 'karep', 'karepmu']",Netral
. âªï¸ *JANJI RAJA ARAB SAUDI JIKA ANIES BASWEDAN MENANG PILPRES 2O24..!!!* Jika Anies Baswedan : Menang Pilpres dan Menjadi Presiden Indonesia 2O24 Ongkos Naik Haji (ONH) 10 juta menjadi kenyataan. Begini penjelasanya: https://t.co/6HTnaTZ2hT,JANJI RAJA ARAB SAUDI JIKA ANIES BASWEDAN MENANG PILPRES 2O24 Jika Anies Baswedan Menang Pilpres dan Menjadi Presiden Indonesia 2O24 Ongkos Naik Haji ONH 10 juta menjadi kenyataan Begini penjelasanya,janji raja arab saudi jika anies baswedan menang pilpres 2o24 jika anies baswedan menang pilpres dan menjadi presiden indonesia 2o24 ongkos naik haji onh 10 juta menjadi kenyataan begini penjelasanya,janji raja arab saudi jika anies baswedan menang pilpres 2o24 jika anies baswedan menang pilpres dan menjadi presiden indonesia 2o24 ongkos naik haji onh 10 juta menjadi kenyataan begini penjelasanya,"['janji', 'raja', 'arab', 'saudi', 'jika', 'anies', 'baswedan', 'menang', 'pilpres', '2o24', 'jika', 'anies', 'baswedan', 'menang', 'pilpres', 'dan', 'menjadi', 'presiden', 'indonesia', '2o24', 'ongkos', 'naik', 'haji', 'onh', '10', 'juta', 'menjadi', 'kenyataan', 'begini', 'penjelasanya']","['janji', 'raja', 'arab', 'saudi', 'anies', 'baswedan', 'menang', 'pilpres', '2o24', 'anies', 'baswedan', 'menang', 'pilpres', 'presiden', 'indonesia', '2o24', 'ongkos', 'haji', 'onh', '10', 'juta', 'kenyataan', 'penjelasanya']",Positif
