full_text,label,analisis,alasan kuat,
Pilihannya : 01 Presidennya Bp. Anies Rasyid Baswedan Wapresnya Bp. Muhaimin Iskandar #01AMINwinElection #01AMINwinElection https://t.co/qIk9fJJBIV,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan pilihannya.,Frasa “01 Presidennya Bp. Anies Rasyid Baswedan” menunjukkan dukungan dan apresiasi terhadap Anies.,
Tadi malem ngomong gini ke ayah ibu Pak Anies deg degan ga ya buat besok? Ayah jawab ya engga lah udah bagus selama masa kampanye kemaren dan udah pasrah dikasih yang terbaik. Walaupun 'engga' jadi masih banyak yang ngincer Pak Anies di luar indo ,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan keyakinan terhadap kemenangannya.,Frasa “udah bagus selama masa kampanye kemaren” menunjukkan dukungan dan apresiasi terhadap Anies.,
@msaid_didu Terus terang pilpres kali ini sy dibayangi rasa deg2an. Berbeda dng pilpres2 sblmnya. Dibenak selalu muncul kekhawatiran klu 01 kalah/gagal ke putaran ke-2 bgmn sakitnya perasaan. Semoga Anies-Imin dilapangkan usaha2nya memenangkan Pilpres hari ini agar rasa deg2an jd bahagia.,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “Semoga Anies-Imin dilapangkan usaha2nya memenangkan Pilpres” menunjukkan dukungan dan apresiasi terhadap Anies.,
@geloraco Panik berat !!! Kok Anies yg dilaporkan? ,Netral,Tweet ini hanya berkomentar tentang situasi tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya komentar tentang situasi.",
lanjutin acara desak anies &gt; tagih anies,Netral,Tweet ini hanya berkomentar tentang acara tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya komentar tentang acara.",
@JimmyP1980 @mohmahfudmd Ya aneh bgt ya .mirip pertanyaan knp prabowo jd wakil mega anies dlu jubir jokowi loh. Ganjar kan tim pemenangan mega prabowo jg jokowi. Gak ngaruh ini pengalaman kerja mereka... artinya mrk orng orng profesional di bidangnya.,Netral,Tweet ini hanya berkomentar tentang pengalaman kerja tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya komentar tentang pengalaman kerja.",
Pemilu Anies menang,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “Pemilu Anies menang” menunjukkan dukungan dan apresiasi terhadap Anies.,
@VIVAcoid Di putaran pertama mari kita dukung Pak Anies dan kalau tidak di putaran kedua kita pilih Pak Ganjar tetapi jangan pilih yang 02 ya. https://t.co/Sq9pyOsN3y,Netral,Tweet ini hanya menyatakan pilihan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya pernyataan pilihan.",
Jam 04.30 subuh mendadak hujan gerimis tp lumayan awet nih... tenang ttp semangT ke TPS yg dituju..yuk ah... Ini abah Anies Subuhan sebelum siapÂ² ke TPS.. ï¸. https://t.co/671i4RezbL,Netral,Tweet ini hanya memberikan informasi tentang kegiatan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya informasi tentang kegiatan.",
@BlueJeans_Hitam Dan lucunya mereka2 yg ngaku intelek suka dengan gaya doi yg kek gt madam. Curiga makanya apapun pesan baik dr Anies nih ga sampe ke pendukungnya. ,Negatif,Tweet ini menunjukkan kritik terhadap pendukung Anies dengan nada sarkastik.,Frasa “apapun pesan baik dr Anies nih ga sampe ke pendukungnya” menunjukkan sentimen negatif terhadap pendukung Anies.,
Mama : anies sj pilih mau diliat perubahan Angjay mama kuu jiy,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan harapan untuk perubahan.,Frasa “anies sj pilih mau diliat perubahan” menunjukkan dukungan dan apresiasi terhadap Anies.,
@DokterTifa Pak Anies menang... Kalo sampe. Kalah lebih baik saya dukung pak Ganjar saja https://t.co/Iktc3KwxbN,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “Pak Anies menang” menunjukkan dukungan dan apresiasi terhadap Anies.,
Ya Allah moga lebih banyak yang coblos Anies ,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “moga lebih banyak yang coblos Anies” menunjukkan dukungan dan apresiasi terhadap Anies.,
@AndreasSolusi Pak anies jg pasti g mau,Netral,Tweet ini hanya berkomentar tentang sikap Anies tanpa memberikan opini yang kuat.,"Tidak ada sentimen yang jelas, hanya komentar tentang sikap.",
SebutNamaPls,Netral,Tweet ini tidak memberikan informasi atau opini yang jelas tentang Anies.,"Tidak ada sentimen yang jelas, hanya permintaan untuk menyebut nama.",
klo ditanya knp pilih anies gw jawab aja karna gw gemoy,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan alasan pribadi.,Frasa “karna gw gemoy” menunjukkan dukungan dan apresiasi terhadap Anies.,
@mhuseinali @angewwie Tenang anies tuh bukan tukang culik kayak wowo kok,Netral,Tweet ini hanya berkomentar tentang perbandingan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya komentar tentang perbandingan.",
Ternyata ungkapan dlm debat Capres Pak Anies.... Pak Anies..... berasal dari sini. ,Netral,Tweet ini hanya memberikan informasi tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya informasi tentang ungkapan.",
 ...Dalam demokrasi tidak ada pembedaan nilai suara antara kaum berpendidikan tinggi dengan yg rendah... @Sentjoko,Netral,Tweet ini hanya memberikan informasi tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya informasi tentang demokrasi.",
@SOBAT_ANIES Semoga Alloh memenangkan pasangan amin,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “Semoga Alloh memenangkan pasangan amin” menunjukkan dukungan dan apresiasi terhadap Anies.,
@Bisniscom Terbaik ya pak anies dan jelas kalo sampe kalah sih pak Ganjar lebih bagus https://t.co/xiy6IgtDjM,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan keyakinan terhadap kemampuannya.,Frasa “Terbaik ya pak anies” menunjukkan dukungan dan apresiasi terhadap Anies.,
Alhamdulillah sebagai Warga Negara Indonesia saya telah menggunakan Hak Konstitusional saya khususnya Pilpres 2024. Paku yang saya tancapkan disertai Doa moga Allah Ijabah H. Anies Presiden 2024-2029. AamiinYRA https://t.co/hibMMVUtOA,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “moga Allah Ijabah H. Anies Presiden 2024-2029” menunjukkan dukungan dan apresiasi terhadap Anies.,
Terkait Potensi Kecurangan Pemilu Timnas Anies-Muhaimin Sudah 2 Kali Minta KPU Audit Sistem IT tapi Tak Direspons. https://t.co/izxUfv39b2,Negatif,Tweet ini menunjukkan kritik terhadap KPU dengan menyebutkan permintaan audit yang tidak direspons.,Frasa “Sudah 2 Kali Minta KPU Audit Sistem IT tapi Tak Direspons” menunjukkan sentimen negatif terhadap KPU.,
Keluarga aku lucuuu mama aku pilih Ganjar bapakku pilih Prabowo. Apa aku harus pilih Anies? Agar keluargaku ngasih masing-masing satu suara buat Paslon?,Netral,Tweet ini hanya menyatakan kebingungan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya pernyataan kebingungan.",
ak mw traktir yg dukung pak anies juga buat ucapan terimakasih ke orgÂ² yg uda peduli sama perubahan wrwrw insyaAllah.,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan rencana untuk traktir pendukungnya.,Frasa “buat ucapan terimakasih ke org² yg uda peduli sama perubahan” menunjukkan dukungan dan apresiasi terhadap Anies.,
@cakimiNOW Gus imin tps mas anies malah belum ada yg jaga. https://t.co/DsZfiT7H7g,Netral,Tweet ini hanya berkomentar tentang situasi tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya komentar tentang situasi.",
gaboleh pesimis walaupun dgn logika pa anies susah menang tapi apapun hasilnya nanti aku bangga pernah ada dibarisan perubahan,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan kebanggaan berada di barisan perubahan.,Frasa “aku bangga pernah ada dibarisan perubahan” menunjukkan dukungan dan apresiasi terhadap Anies.,
@liputan6dotcom Bismillah pak anies yaa pak. namun jika qadarullah belum izinkan kami ke pak ganjar yah. No PS pokoknya. https://t.co/pVTNrbNEXM,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “Bismillah pak anies yaa pak” menunjukkan dukungan dan apresiasi terhadap Anies.,
Ya Allah mimpiin pak anies ,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “Ya Allah mimpiin pak anies” menunjukkan dukungan dan apresiasi terhadap Anies.,
Kami pilih Pak Anies dan Pak Muhaimin Presiden RI 2024. AMIN ï¸,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan pilihannya.,Frasa “Kami pilih Pak Anies dan Pak Muhaimin Presiden RI 2024” menunjukkan dukungan dan apresiasi terhadap Anies.,
@SOBAT_ANIES @aniesbaswedan Seperti gabungan sosok Sahabat masa depan yg sebenarnya. Tetap silent bekerja mas dengan amanah dari rakyat kelak membawa keadilan &amp; kemakmuran menihilkan KKN dengan ridho Ilahi. Bukan manusia yg melihat tapi langit yg menilai! #AniesTerpelajar,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “membawa keadilan & kemakmuran menihilkan KKN dengan ridho Ilahi” menunjukkan dukungan dan apresiasi terhadap Anies.,
@Muhammad_Saewad tagih Anies. semua janji kampanye harus dituaikan! kita memilih untuk rakyat beliau sudah bersedia jadi pemimpin jadi harus bertanggungjawab tanpa cela!,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan harapan agar janji kampanye ditunaikan.,Frasa “semua janji kampanye harus dituaikan” menunjukkan dukungan dan apresiasi terhadap Anies.,
@tanyakanrl jdi inget tdi makan sambil nonton desak anies disebelah ada ibu yg milihnya beda wkwkwk,Netral,Tweet ini hanya berkomentar tentang pengalaman pribadi tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya komentar tentang pengalaman pribadi.",
@VIVAcoid Masih berharap Anies lah yang akan menang. atau ga ganjar yg jd pilihan kedua pabila anies kalah https://t.co/WXNToYIORv,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “Masih berharap Anies lah yang akan menang” menunjukkan dukungan dan apresiasi terhadap Anies.,
@SOBAT_ANIES Siaaaaaaap,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan kesiapan untuk mendukungnya.,Frasa “Siaaaaaaap” menunjukkan dukungan dan apresiasi terhadap Anies.,
padahal mah emang pinter komennya gue liat katanya kemakan janji manis wkwkwk namanya capres ya harus punya janji kalo gapunya janji ape yang di tagih? lagian kalo mau liat kerja nyata anies pd maen maen dah sono ke jkt. https://t.co/bUyE0MEI3u,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan bahwa janji kampanye adalah hal yang wajar.,Frasa “kalo mau liat kerja nyata anies pd maen maen dah sono ke jkt” menunjukkan dukungan dan apresiasi terhadap Anies.,
@DPNAminBalad @aniesbaswedan @cakimiNOW Perubahan harus dilakukan untuk kesejahteraan rakyat bangsa dan negara. Lewat abah Anies dan Cak Imin kita harapkan perubahan itu nyata. Ayo ajak keluarga dan tetanggamu pilih 01 Anies Baswedan presiden 2024. @aniesbaswedan @cakimiNOW #01AMINwinElection,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “Perubahan harus dilakukan untuk kesejahteraan rakyat bangsa dan negara” menunjukkan dukungan dan apresiasi terhadap Anies.,
@SOBAT_ANIES Insyalloh #01AMINwinElection,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “Insyalloh #01AMINwinElection” menunjukkan dukungan dan apresiasi terhadap Anies.,
@AndreasSolusi Pak Anies klau berkenan...NNT sehabis di Lantik jd presiden..d teropong ye..orang yang ngerampok uang rakyat...,Netral,Tweet ini hanya berkomentar tentang harapan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya komentar tentang harapan.",
@BANGSAygSUJUD Setianya sama Abah Anies tp bisa kok berpaling kalo sudah mmg dinyatakan gagal putaran pertama ganjar bsa jd option kayanya https://t.co/UFO5x15abh,Netral,Tweet ini hanya menyatakan pilihan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya pernyataan pilihan.",
@SOBAT_ANIES Payakumbuh #01AMINwinElection,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “#01AMINwinElection” menunjukkan dukungan dan apresiasi terhadap Anies.,
@kumparan Apabila pak Anies kalah putaran pertama lebih baik pilih Ganjar daripada 02 https://t.co/MmkFJAwohP,Netral,Tweet ini hanya menyatakan pilihan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya pernyataan pilihan.",
@liputan6dotcom Mari sama kita menangkan pak anies. namun apabila kalah kita cuss ke pak ganjar di pemutaran kedua jangan ke PS yg terpenting. https://t.co/DVZ73BQHsa,Netral,Tweet ini hanya menyatakan pilihan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya pernyataan pilihan.",
@VIVAcoid Kemarin survei dan ini media asing ..waduh kok nggak capek ya Anies udh bikin gue klop yg lain antrii..https://t.co/s6wOIvmBPE,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan keyakinan terhadap kemampuannya.,Frasa “Anies udh bikin gue klop” menunjukkan dukungan dan apresiasi terhadap Anies.,
@VIVAcoid Ya syukuri aja wo tp pilihan gue tetep Anies ada Ganjar bila Anies kalah.https://t.co/dXXTD6PNNh,Netral,Tweet ini hanya menyatakan pilihan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya pernyataan pilihan.",
 Sesungguhnya pemimpin tidak punya etik telah kehilangan legitimasi @sudirmansaid #AMINmenang #Anies #pilpres #gerakanperubahan,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan keyakinan terhadap kemampuannya.,Frasa “#AMINmenang” menunjukkan dukungan dan apresiasi terhadap Anies.,
 EMG SELAMA INI MALING NGAKU? TEMAN KAU YG MALING DUIT BAZZAR ITU APA DIA NGAKU? Alhamdulillah sadar dia gk mau pilih anies krn katanya anies imam mahdi ada satu lg yg dukung si wowo. weeehhhh males dh debat sm dia soalnya dia BODOH cocok jg dia sm si wowo sm2 anti kritik,Negatif,Tweet ini menunjukkan kritik terhadap orang yang memberikan sentimen negatif terhadap Anies dengan nada kasar.,Frasa “dia gk mau pilih anies krn katanya anies imam mahdi” menunjukkan sentimen negatif terhadap kritik tersebut.,
temenku awalnya 02 aku kasih fakta paanjaanggg bgt ttg 02. dia gk mau pilih anies yauda gapapa pilih 03 aja. asal jgn 02 aku geeerreem bgttt liat dia bela2in wowo segitunya awal2 blg kasus si wowo gk masuk akl gk ada bukti krn si wowo gk ngaku. ya kubilang,Netral,Tweet ini hanya menyatakan pilihan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya pernyataan pilihan.",
Pak anies suara saya hari ini saya titipkan ke bapak dengan harapan yang besar semoga amanah ya pak ,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “semoga amanah ya pak” menunjukkan dukungan dan apresiasi terhadap Anies.,
@aniesbaswedan Bismillah ya Allah ya tuhan ku tolong jaga dan menangkan pak @aniesbaswedan di pemilu ini. 5 kali ikut pemilu ga pernah pake hati kayak gini. Go pak Anies,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “tolong jaga dan menangkan pak @aniesbaswedan” menunjukkan dukungan dan apresiasi terhadap Anies.,
ibu otw keluar rumah terus aku teriak eh buset Anies 90% ibu pun reflek menoleh dan aku lanjut berkata eitsss kan ucapan adalah doa LANGSUNG DITINGGAL BJIRRR ,Netral,Tweet ini hanya berkomentar tentang pengalaman pribadi tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya komentar tentang pengalaman pribadi.",
@_strangebrew Padahal Anies itu paling toleran dan bisa mendamaikan semua pihak. Jangan ragu vote @aniesbaswedan,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan keyakinan terhadap kemampuannya.,Frasa “Anies itu paling toleran dan bisa mendamaikan semua pihak” menunjukkan dukungan dan apresiasi terhadap Anies.,
Mantap emang 01 didukung hti fpi wahabi didukung amrik lagi kapan lagi kan lu liat fpi nyatu ama amerika wkwkwkwk pak Anies segala fitnah udah kena ke beliau semoga Allah angkat derajatnya,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “semoga Allah angkat derajatnya” menunjukkan dukungan dan apresiasi terhadap Anies.,
Testoni tanpa bayaran beruntungnya kita punya p Anies.,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan keberuntungan memiliki Anies.,Frasa “beruntungnya kita punya p Anies” menunjukkan dukungan dan apresiasi terhadap Anies.,
@manyargubi https://t.co/lCkUD7v7g4 Masih aja nyebar fitnah pendukung Anies. Nih Puan sendiri yg ngebantah ga ada jg pak Jkw terang2an di media bilang mau 3 periode,Negatif,Tweet ini menunjukkan kritik terhadap orang yang menyebarkan fitnah tentang Anies.,Frasa “Masih aja nyebar fitnah pendukung Anies” menunjukkan sentimen negatif terhadap kritik tersebut.,
@tempodotco Strategi saya kalo nanti pak Anies gagal putaran 1 saya lebih memilih untuk mendukung Ganjar Pranowo daripada mendukung Prabowo Subianto https://t.co/6Anxp5MpU5,Netral,Tweet ini hanya menyatakan pilihan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya pernyataan pilihan.",
Kalau pak Anies menang saya akan rajin ngonten!,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan janji untuk melakukan sesuatu jika Anies menang.,Frasa “Kalau pak Anies menang saya akan rajin ngonten” menunjukkan dukungan dan apresiasi terhadap Anies.,
@Txt_Babekoe @Gojekmilitan Cewek pake baju kuning yg joget sama Anies cantik juga yak,Netral,Tweet ini hanya berkomentar tentang penampilan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya komentar tentang penampilan.",
@SumitroYoel Kita beruntung punya p Anies makanya yuk jangan kita sia siakan kesempatan emas ini buat pilih beliau. Agar Indonesia lebih sejahtera maju adil dan beradab,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan keyakinan terhadap kemampuannya.,Frasa “Kita beruntung punya p Anies” menunjukkan dukungan dan apresiasi terhadap Anies.,
@Lisaamartatara6 Gw yakin anies kok kalah ya,Negatif,Tweet ini menunjukkan keyakinan bahwa Anies akan kalah.,Frasa “Gw yakin anies kok kalah” menunjukkan sentimen negatif terhadap Anies.,
@zainul_munas @aniesbaswedan @cakimiNOW Ayo saudaraku dari sabang sampai merauke gerakkan hatimu peduli keluarga dan tetanggamu coblos Anies untuk perubahan. Semoga pak anies dan Cak Imin dilancarkan jadi presiden dan wakil presiden Indonesia 2024 amin @aniesbaswedan @cakimiNOW #01AMINwinElection,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “Semoga pak anies dan Cak Imin dilancarkan jadi presiden dan wakil presiden Indonesia 2024” menunjukkan dukungan dan apresiasi terhadap Anies.,
@liputan6dotcom Pilih nomor dua kalian ? rugii dongg. pilih satu dong pak anies yg benar terbaik. boleh ke pak ganjar kalo pak anies kalah dulu ygy. https://t.co/7SQA0vxTeP,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan keyakinan terhadap kemampuannya.,Frasa “pilih satu dong pak anies yg benar terbaik” menunjukkan dukungan dan apresiasi terhadap Anies.,
Bismillah...Anies Rasyid Baswedan For RI 01 #HaveAniesDay https://t.co/zokCDItI8A,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “Bismillah...Anies Rasyid Baswedan For RI 01” menunjukkan dukungan dan apresiasi terhadap Anies.,
@kumparan Berhati mulia sekali Pak Anies makin mantap dukunganku ke Pak Anies https://t.co/bAGlBDTmf1,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan keyakinan terhadap kemampuannya.,Frasa “Berhati mulia sekali Pak Anies makin mantap dukunganku” menunjukkan dukungan dan apresiasi terhadap Anies.,
Untung yg ini sebelum aksinya di jalankan dah ketangkap duluan ! Jadi ingat kata Anies bahwa PERILAKU PENDUKUNG ITU MEWAKILI SIFAT ORANG YG DIDUKUNG. https://t.co/j2IodiMBv4,Netral,Tweet ini hanya berkomentar tentang perilaku pendukung tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya komentar tentang perilaku pendukung.",
Biaya Akomodasi penginapan makan visa dll tentunya lebih murah bisa ditekan hingga 90% karena konsepnya sama halnya dengan tinggal di Kampung sendiri. Semoga Alloh SWT meridhoi dan mengabulkan doa umat untuk kemenangan Anies - Muhaimin. ``` AMIN..!!!,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “Semoga Alloh SWT meridhoi dan mengabulkan doa umat untuk kemenangan Anies - Muhaimin” menunjukkan dukungan dan apresiasi terhadap Anies.,
@Nomox3 @GarisInter @siyokjombang Sdh ngira si saya kl abang @GarisInter 01 . Dia itu berakhlaqul karimah kaya anies kalau abang @rofikabdul_6324 pst nya pilih gibran sesuai dgn tingkahnya ,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan keyakinan terhadap kemampuannya.,Frasa “Dia itu berakhlaqul karimah kaya anies” menunjukkan dukungan dan apresiasi terhadap Anies.,
Bila Anies menang dan jadi Presiden RI Raja Arab Saudi akan memberikan Hak Pakai Tanah untuk di dirikan Kampung Haji Indonesia ( baca Kawasan Pemukiman berupa Hotel ) untuk kegiatan Ibadah Haji dan Umroh. Beberapa negara Arab ( Kuwait Qatar Emirates dll. ),Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “Bila Anies menang dan jadi Presiden RI” menunjukkan dukungan dan apresiasi terhadap Anies.,
Pak anies : wes lahh karep karepmu,Netral,Tweet ini hanya berkomentar tentang sikap Anies tanpa memberikan opini yang kuat.,"Tidak ada sentimen yang jelas, hanya komentar tentang sikap.",
. â–ªï¸ *JANJI RAJA ARAB SAUDI JIKA ANIES BASWEDAN MENANG PILPRES 2O24..!!!* Jika Anies Baswedan : Menang Pilpres dan Menjadi Presiden Indonesia 2O24 Ongkos Naik Haji (ONH) 10 juta menjadi kenyataan. Begini penjelasanya: https://t.co/6HTnaTZ2hT,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “Jika Anies Baswedan : Menang Pilpres dan Menjadi Presiden Indonesia 2O24” menunjukkan dukungan dan apresiasi terhadap Anies.,
@idextratime selama ikut polling twitter anies slalu jauh memimpin.. heran juga sma survey survey .. mreka survey dmn ya,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan hasil polling yang positif.,Frasa “anies slalu jauh memimpin” menunjukkan dukungan dan apresiasi terhadap Anies.,
kalo pak anies menang aku JANJI ga bolos2 kelas lagi plis ya Allah,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan janji untuk melakukan sesuatu jika Anies menang.,Frasa “kalo pak anies menang aku JANJI ga bolos2 kelas lagi” menunjukkan dukungan dan apresiasi terhadap Anies.,
@habiburokhman Tidak terhasut kok tetap memilih yang terbaik Anies-Muhaimin no. 1 ,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan keyakinan untuk memilihnya.,Frasa “tetap memilih yang terbaik Anies-Muhaimin no. 1” menunjukkan dukungan dan apresiasi terhadap Anies.,
Dibilang zionis wkwkw makin kenceng aja narasi negatif kemaren2 dicecer sama KPK pun ga kebukti apa2 yg katanya Korupsi makin yakin klo pilih beliau Namanya manusia ga ada yg sempurna beberapa program Pak Anies ada yg ga jalan itu pun karena ga dapet lampu hijau dari pusat,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan bahwa tuduhan korupsi tidak terbukti.,Frasa “makin yakin klo pilih beliau” menunjukkan dukungan dan apresiasi terhadap Anies.,
@liputan6dotcom jangan pilih yang tukang bungkam pers. ke pak anies aja karena beliau benar tidak pernah lapor sana sini dan pak ganjar kuy kalo pak anies kalah. https://t.co/vhGNeWKBcf,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan keyakinan terhadap kemampuannya.,Frasa “ke pak anies aja karena beliau benar tidak pernah lapor sana sini” menunjukkan dukungan dan apresiasi terhadap Anies.,
Kalau kalian fair paslon nomor 03 itu plg sdkt buruknya dibanding paslon lain..Yg kalian pilih itu Ganjar Anies n Prabowo bkn Mega Surya Paloh or Jokowi..Gunain akal sehatnya sblm memilih dan jgn lupa berdoa dlu biar g slh milih..God bless.,Netral,Tweet ini hanya menyatakan pilihan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya pernyataan pilihan.",
Ya Allah semoga pak Anies masuk putaran kedua takut banget,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan harapan untuk kemenangannya.,Frasa “semoga pak Anies masuk putaran kedua” menunjukkan dukungan dan apresiasi terhadap Anies.,
@gibran_gen Anies udh membuat 400 lebib taman di jkt wkwkwkwk selama 4 th menjabat,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan pencapaiannya.,Frasa “Anies udh membuat 400 lebib taman di jkt” menunjukkan dukungan dan apresiasi terhadap Anies.,
Pilih Anies https://t.co/zcHY44enuZ,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan pilihannya.,Frasa “Pilih Anies” menunjukkan dukungan dan apresiasi terhadap Anies.,
@ajengcute16__ Perjuangan pendukung Anies yg begitu berat pahlawan perubahan datang dengan hati bukan Krn bayaran,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan perjuangan pendukungnya.,Frasa “pahlawan perubahan datang dengan hati bukan Krn bayaran” menunjukkan dukungan dan apresiasi terhadap Anies.,
@Yurissa_Samosir @AdamVelcro @AdeDhani9 @AkalSehat2024 @aking_adit @chaidar_2000 @Kang_Toniee @NohCeukenohhh @choymarkochoy @mustafaagus007 Harus nonton yg video pak Anies diroasting jurnalis ,Netral,Tweet ini hanya menyarankan untuk menonton video tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya saran untuk menonton video.",
