created_at,full_text,username,label_manually,analisis
Tue Feb 13 23:31:18 +0000 2024,Ciee kalo udh dukung GM jd tambah sayang sama Indonesia ya . Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik @RockyBa48270037 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/9wKXLMUiTI,tkaanjniii,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar-Mahfud dengan menyebutkan rasa sayang terhadap Indonesia.
Tue Feb 13 23:31:15 +0000 2024,@idextratime Pilih ganjar makanya eti,taa_bestrb,Netral,Tweet ini menunjukkan pilihan tanpa menunjukkan dukungan atau penolakan yang jelas.
Tue Feb 13 23:31:09 +0000 2024,@VIVAcoid Di putaran pertama mari kita teken Pak Anies tapi kalau gak menang di putaran kedua kita pilih Pak Ganjar yang jelas bukan yang 02. https://t.co/4fEZH5lUbN,newyumirasa,Netral,Tweet ini menunjukkan sikap netral dengan menyebutkan dukungan alternatif jika calon utama kalah.
Tue Feb 13 23:31:06 +0000 2024,Semarang bersatu demi suksesnya Hajatan Rakyat Ganjar - Mahfud . Bersama Ganjar kita sejahtera @AkunKemana #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/E7XjBV93IS,DewiFatmaala,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar-Mahfud dengan menyebutkan persatuan dan kesejahteraan.
Tue Feb 13 23:31:00 +0000 2024,Bersama Ganjar - Mahfud kita lawan segala bentuk kecurangan. Gandakan Kesejahteraan Raih Kemakmuran Berkelanjutan @sukaboobsmu #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/YrolY6jGmB,Muhyamin44,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar-Mahfud dengan menyebutkan melawan kecurangan dan kesejahteraan.
Tue Feb 13 23:30:59 +0000 2024,Jadikan suara kita terdengar Vot3 Love untuk Ganjar - Mahfud. Ganjar Pranowo terbukti lebih baik @pahlawanmu10 #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/7jsbqkNLTw,EuisSulisn14,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar-Mahfud dengan menyebutkan suara dan keunggulan.
Tue Feb 13 23:30:40 +0000 2024,@VIVAcoid Putaran pertama kita pilih Pak Anies kalau tidak putaran kedua kita pilih Pak Ganjar jangan sampai yang 02 masuk. https://t.co/lsnfHnyQwH,widiyahanifah1,Netral,Tweet ini menunjukkan sikap netral dengan menyebutkan dukungan alternatif jika calon utama kalah.
Tue Feb 13 23:30:32 +0000 2024,Solo menjadi ladang subur bagi cita-cita Ganjar-Mahfud tempat di mana harapan-harapan tumbuh dan berkembang . Kesejahteraan berkali lipat Indonesia Hebat ! @_TenHachi #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/43UMPI39Up,gntrrhmttt,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar-Mahfud dengan menyebutkan harapan dan kesejahteraan.
Tue Feb 13 23:30:30 +0000 2024,@Prihati_utami Yang jelas mayoritas anggota DPR dan Pemerintah isinya wakil dari pendukung Ganjar PDIP. Bahkan semua paslon punya representative partainya di Kekuasaan sampai hari ini dan masih aktif. Rakyat bisa mudah sekali mengambil kesimpulan. Si Kalah banyak alasan,Turah_Bagoes,Netral,Tweet ini menunjukkan fakta tentang komposisi DPR dan Pemerintah tanpa menunjukkan dukungan atau penolakan yang jelas.
Tue Feb 13 23:30:29 +0000 2024,@sutanmangara Kalo masuk putaran 2 memang jadi join dengan kubu ganjar?,dayana47631052,Netral,Tweet ini menunjukkan pertanyaan tentang kemungkinan aliansi tanpa menunjukkan dukungan atau penolakan yang jelas.
Tue Feb 13 23:30:22 +0000 2024,Keberanian Mas Ganjar dalam menyuarakan kebutuhan rakyat adalah hal yang patut diapresiasi. Dia tidak hanya berjanji tetapi juga berkomitmen untuk bertindak. @satyaagnirivi #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/KNk4POj63X,w4wanadiii,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar dengan menyebutkan keberanian dan komitmen.
Tue Feb 13 23:30:08 +0000 2024,@VIVAcoid Pak Ganjar sangat luar biasaa,xevanisax,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar dengan menyebutkan keunggulan.
Tue Feb 13 23:29:47 +0000 2024,Titan Ganjar,ProfMelankolis,Netral,Tweet ini menunjukkan nama tanpa menunjukkan dukungan atau penolakan yang jelas.
Tue Feb 13 23:29:45 +0000 2024,Mari kita tunjukkan bahwa kita peduli dengan memberikan Vot3 Love untuk Pak Ganjar - Pak Mahfud. Bersama Ganjar kita sejahtera @payung_rusak #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/PddkxukEVX,HandayaniR_,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar-Mahfud dengan menyebutkan kepedulian dan kesejahteraan.
Tue Feb 13 23:29:41 +0000 2024,Jangan biarkan ada yang main curang di Pemilu 2024 guys. Ganjar Pranowo terbukti mensejahterakan @sweetflowerblue #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/UVF574FO91,EkaFitr1a,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar dengan menyebutkan kejujuran dan kesejahteraan.
Tue Feb 13 23:29:27 +0000 2024,@nunungmar1404 Sekali ganjar tetap ganjar 🇮🇩 https://t.co/f6HjWOl2hO,NanhaOpposite,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar dengan menyebutkan konsistensi.
Tue Feb 13 23:29:03 +0000 2024,@annoyingmove ganjar wae mas,Fajarrizkihh,Netral,Tweet ini menunjukkan pilihan tanpa menunjukkan dukungan atau penolakan yang jelas.
Tue Feb 13 23:29:03 +0000 2024,Tidak ada yang akan terlupakan dengan Ganjar-Mahfud di garda terdepan @IphunkPartner #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/nIOhSqv0c9,giovanyyf,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar-Mahfud dengan menyebutkan kepemimpinan.
Tue Feb 13 23:28:56 +0000 2024,Hasil pemilu luar negeri ini semoga menjadi awal dari perubahan besar yang akan dibawa oleh Ganjar-Mahfud bagi Indonesia. Tiga Kali Lebih Sejahtera Indonesia Jaya! @krism_anuel #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/BbQX5LOVbc,juniafijarrr1,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar-Mahfud dengan menyebutkan perubahan dan kesejahteraan.
Tue Feb 13 23:28:43 +0000 2024,@VIVAcoid Yuk di putaran awal kita pilih Pak Anies tapi kalau enggak berjalan kita ada Pak Ganjar di putaran selanjutnya 02 bukan pilihannya. https://t.co/mQA78IplCm,artiwii1,Netral,Tweet ini menunjukkan sikap netral dengan menyebutkan dukungan alternatif jika calon utama kalah.
Tue Feb 13 23:27:16 +0000 2024,@AndreasSolusi Kalau Pak Ganjar dan Prof Mahfud masih bisa dimaafkan tuh. Mereka punya integritas yg baik. Hanya salah pendukungnya saja kok. Mreka terjebak dalam pusaran oligarki politik penguasa. Bersama Anies dan Muhaimin mari mengacak-ngacak negeri ini.,aksara_rembulan,Negatif,Tweet ini menunjukkan ketidakpuasan terhadap pendukung Ganjar-Mahfud dan menyebutkan oligarki politik.
Tue Feb 13 23:27:15 +0000 2024,@TeddGus @ganjarpranowo Gue sih lebih support Ganjar aja deh kalo Anies sampe kalah di putaran pertama. 02 nggak worth it bro! https://t.co/1UL7KjU4iG,sanaviera,Netral,Tweet ini menunjukkan pilihan alternatif tanpa menunjukkan dukungan atau penolakan yang jelas.
Tue Feb 13 23:27:14 +0000 2024,Ayo mari kita rayakan hari kasih sayang dengan memberikan suara Vot3 Love untuk Ganjar - Mahfud. Ganjar Pranowo terbukti mensejahterakan @pops57_ #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/kcQ7afJE97,DianSalsa88,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar-Mahfud dengan menyebutkan kesejahteraan dan kasih sayang.
Tue Feb 13 23:27:14 +0000 2024,Bersama-sama kita kuat VOT3 untuk masa depan yang lebih baik. Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik @Monabee_ #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/kcBxTmliVl,YAvesani10,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar-Mahfud dengan menyebutkan masa depan yang lebih baik.
Tue Feb 13 23:27:10 +0000 2024,@PartaiSocmed Jika belum diberi kesempatan untuk menang di putaran pertama lebih baik dukungan pindah ke Pak Ganjar https://t.co/wxvJrBplk5,Indah_ha950,Netral,"Tweet ini menyatakan dukungan awal untuk kandidat lain, namun juga menyatakan kemungkinan mendukung Ganjar jika kandidat tersebut kalah."
Tue Feb 13 23:27:06 +0000 2024,@VIVAcoid Kita awali dengan dukungan untuk Pak Anies tapi kalau nggak kita pilih Pak Ganjar di putaran kedua yang penting bukan yang 02. https://t.co/TG5Jky7rIt,jainudinriyadi,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah."
Tue Feb 13 23:27:06 +0000 2024,Masyarakat butuh pemimpin seperti Mas Ganjar yang fokus pada pemecahan masalah bukan sekadar retorika kosong. @slowmanslowmoon #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/eDsRN3WC4m,krniawanslimmm,Positif,Tweet ini memuji Ganjar sebagai pemimpin yang fokus pada pemecahan masalah.
Tue Feb 13 23:26:57 +0000 2024,@TeddGus @ganjarpranowo Bro kalo Anies kalah di putaran pertama mending ganti dukung Ganjar deh daripada pilih 02. https://t.co/WKYqmGTvIr,tipannyyy,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah."
Tue Feb 13 23:26:57 +0000 2024,Kita butuh pemimpin yang berkomitmen Ganjar-Mahfud adalah jawabannya @jihanDF #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/1jaRYFdxyg,chelseabelleryy,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan bahwa mereka adalah pemimpin yang berkomitmen.
Tue Feb 13 23:26:38 +0000 2024,alam ganjar terlihat seperti family man sekali yh https://t.co/GmIQQyut4M,seokiezt,Netral,Tweet ini menyatakan bahwa Ganjar terlihat seperti sosok keluarga tanpa menunjukkan dukungan atau kritik yang jelas.
Tue Feb 13 23:26:36 +0000 2024,@marrenjpg aku akhirnya pilih ganjar,theluckiestboy,Positif,Tweet ini menyatakan keputusan untuk memilih Ganjar.
Tue Feb 13 23:26:34 +0000 2024,Hasil exit poll yang cemerlang menegaskan bahwa Ganjar Pranowo &amp; Prof Mahfud memiliki daya tarik universal yang tidak terbantahkan di tingkat Int3rnasional. Kesejahteraan berlipat ganda Indonesia Makmur Sentosa @lafwons #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/pNmXIv0Dun,okylestariiii1,Positif,Tweet ini memuji hasil exit poll yang menunjukkan daya tarik Ganjar dan Mahfud di tingkat internasional.
Tue Feb 13 23:26:32 +0000 2024,Solo tidak hanya terang tapi bercahaya dengan kehadiran Ganjar-Mahfud . Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat @890_ilham #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/NWqi2o5bid,EnchantedEvv,Positif,Tweet ini memuji Ganjar sebagai pemimpin yang merakyat dan berbuat lebih demi rakyat.
Tue Feb 13 23:26:25 +0000 2024,1. anies naik indonesia banyak dikibulin 2. prabowo naik indonesia maju dengan katanya akan seperti rezim soeharto 3. ganjar naik nenek nenek gatau diri bakal banyak berkicau,tuyulbukithijau,Negatif,Tweet ini mengkritik Ganjar dengan menyebutkan bahwa banyak nenek-nenek yang tidak tahu diri akan banyak berkicau jika Ganjar naik.
Tue Feb 13 23:26:23 +0000 2024,@VIVAcoid Ayo teken Pak Anies dulu di putaran pertama tapi kalau enggak menang tenang di putaran kedua kita pilih Pak Ganjar. https://t.co/uFjJfJPmpM,hanafasan,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah."
Tue Feb 13 23:26:19 +0000 2024,@Opiniku95098012 Gw sudah mantab memilih Ganjar-Mahfud🇮🇩https://t.co/Sv3kKEa10n,cicitmataram,Positif,Tweet ini menyatakan keputusan untuk memilih Ganjar dan Mahfud.
Tue Feb 13 23:26:03 +0000 2024,Bismillahirrahmanirrahim... Ya Allah ya Tuhan Kami GANJAR MAHFUD ADALAH ORANG BAIK Kami saksi sebagai rakyat Berikanlah izin dan kehendakmu agar orang baik Menjadi pemimpin bangsa Indonesia🇮🇩 14 Februari 2024 Hari ini akan menjadi Tonggak perlawanan kedholiman. https://t.co/MRwuPgsPUh,Nasi_Bungkus212,Positif,Tweet ini mendukung Ganjar dan Mahfud dengan keyakinan dan doa.
Tue Feb 13 23:25:59 +0000 2024,Pagi Hari ini Pesta Demokrasi pilih Presiden dengan hati nurani pilihanmu menentukan Masa Depan Indonesia Sabang - Papua Rabu Abu Menang Kawal Pemilu 2024 Datang ke TPS Coblos 03 Mas Ganjar - Mahfud #GanjarMahfud2024 Bawaslu Polri jaga Serangan Fajar Hujan Deres Close The Door https://t.co/2M7TGDbZ3Y,paystar04,Netral,Tweet ini memberikan informasi tentang pemilu tanpa menunjukkan dukungan atau kritik yang jelas.
Tue Feb 13 23:25:59 +0000 2024,Kombinasi Ganjar Mahfud dan Mahfud Md sangat menjanjikan. Keduanya punya visi yang sejalan untuk kesejahteraan rakyat. @starrybities #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/nf9YO6fx0T,r1tafdlhhh,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan bahwa mereka punya visi yang sejalan untuk kesejahteraan rakyat.
Tue Feb 13 23:25:52 +0000 2024,Ganjar-Mahfud adalah tim impian kita yang siap memastikan tak ada yang terpinggirkan di negeri ini @justpurpleroses #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/vMvcsgau1h,cherlydenta,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan bahwa mereka siap memastikan tak ada yang terpinggirkan.
Tue Feb 13 23:25:16 +0000 2024,@marzoeqhie2 @Ganjar_Mahfud03 Buktiin aja karena kalau terbukti harusnya dapat hukuman berat karena itu di masa tenang. Mereka itu akademisi bukan org partai. Resiko trlalu besar kalau di buat dari masing paslon. Jangan naif film itu gak cuman menyadarkan pendukung 02 kok tapi smua yg andil dlm politik.,anggasa03640717,Netral,Tweet ini memberikan pandangan tentang hukuman berat bagi pelanggaran di masa tenang tanpa menunjukkan dukungan atau kritik yang jelas terhadap Ganjar.
Tue Feb 13 23:25:05 +0000 2024,@JimmyP1980 @mohmahfudmd Ya aneh bgt ya .mirip pertanyaan knp prabowo jd wakil mega anies dlu jubir jokowi loh. Ganjar kan tim pemenangan mega prabowo jg jokowi. Gak ngaruh ini pengalaman kerja mereka... artinya mrk orng orng profesional di bidangnya.,chinta_lovegp,Netral,Tweet ini memberikan pandangan tentang profesionalisme tanpa menunjukkan dukungan atau kritik yang jelas terhadap Ganjar.
Tue Feb 13 23:24:57 +0000 2024,@ENJEULL Gw dah mantab untk memilih Ganjar-Mahfud🇮🇩 https://t.co/Pz04paFVAW,cicitmataram,Positif,Tweet ini menyatakan keputusan untuk memilih Ganjar dan Mahfud.
Tue Feb 13 23:24:55 +0000 2024,@VIVAcoid Di putaran pertama mari kita dukung Pak Anies dan kalau tidak di putaran kedua kita pilih Pak Ganjar tetapi jangan pilih yang 02 ya. https://t.co/Sq9pyOsN3y,nugrahaputera1,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah."
Tue Feb 13 23:24:51 +0000 2024,Kampanye tak selalu bersifat formal tetapi bisa diwujudkan melalui keintiman dalam menyampaikan dukungan kita lewat media sosial. Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik @Meriam_Ki_Amuk #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/mQQHjeVSiR,EkaFitr1a,Positif,Tweet ini mendukung Ganjar Pranowo dan menyatakan bahwa dia berhak mendapatkan yang terbaik.
Tue Feb 13 23:24:49 +0000 2024,Merajut keberagaman Ganjar-Mahfud menjamin setiap suara didengar dan setiap kebutuhan diperhatikan @keeelooong #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/Z3qCjfGpRm,dareendhy,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan bahwa mereka menjamin inklusi dan perhatian terhadap setiap kebutuhan.
Tue Feb 13 23:23:17 +0000 2024,Setiap suara Vot3 Love adalah amanah untuk Ganjar - Mahfud mari kita tunaikan bersama. Kesejahteraan berlipat ganda Indonesia Makmur Sentosa @RamadanFirdaus6 #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/Kc2I7OBfe2,AyuSari36_,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan bahwa setiap suara adalah amanah untuk mereka.
Tue Feb 13 23:23:09 +0000 2024,Ya allah gabisa bayangin kalo istrinya ganjar jadi ibu negara semisal ganjar menang kalo ada perkumpulan asosiasi perempuan dunia gimana jadinya,Putreeeeeeya,Netral,Tweet ini menyatakan ketidakpastian tentang bagaimana istri Ganjar akan berperan sebagai ibu negara.
Tue Feb 13 23:23:04 +0000 2024,@officialinews_ Slalu mendukungmu pak Ganjar Mahfud ,AnikSusilo52733,Positif,Tweet ini menyatakan dukungan yang jelas untuk Ganjar dan Mahfud.
Tue Feb 13 23:22:56 +0000 2024,@VIVAcoid Suara awal buat Pak Anies tapi kalo gagal ya Pak Ganjar aja. https://t.co/7lGjcu5gm2,rinaiharyanti,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah."
Tue Feb 13 23:22:56 +0000 2024,@Lzkr_22 @idextratime ganjar kan,psychoobilly,Netral,Tweet ini hanya menyebutkan nama Ganjar tanpa menunjukkan dukungan atau kritik yang jelas.
Tue Feb 13 23:22:49 +0000 2024,ini gua ganjar sendirian dah finalnya bonyok gua di doktrin sama tulang gua utk milih prabowo hadeh,tranquiltwirls,Netral,Tweet ini menyatakan bahwa pengguna merasa tertekan untuk memilih Prabowo oleh keluarganya.
Tue Feb 13 23:22:46 +0000 2024,Ganjar-Mahfud bukan hanya pilihan tapi solusi untuk memastikan inklusi bagi semua @lacasseinstyle #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/GAL0iAqKwq,IrwandiJoss,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan bahwa mereka adalah solusi untuk inklusi.
Tue Feb 13 23:22:44 +0000 2024,Komisioner KPU di Wonosobo Diduga Kondisikan PPK dan PPS untuk Menangkan Ganjar-Mahfud https://t.co/mPR5Exlew9,BeritakanID_com,Negatif,Tweet ini menyatakan dugaan bahwa KPU di Wonosobo mengkondisikan PPK dan PPS untuk memenangkan Ganjar-Mahfud.
Tue Feb 13 23:22:36 +0000 2024,Mas Ganjar membuktikan bahwa pemimpin tidak perlu berteriak untuk membuat perubahan. @sachiarfi #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/wVnM8uNpkR,gnwnrkaaarkaa,Positif,Tweet ini memuji Ganjar sebagai pemimpin yang tidak perlu berteriak untuk membuat perubahan.
Tue Feb 13 23:22:27 +0000 2024,Melalui media sosial kita tidak hanya menyuarakan dukungan tetapi juga menciptakan ikatan emosional dengan pemilih. Ganjar Pranowo hanya yang terbaik untuk rakyat @moncherjjy #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/4WH8FCGk7Q,MiaNursali8,Positif,Tweet ini mendukung Ganjar dan menyatakan bahwa dia adalah yang terbaik untuk rakyat.
Tue Feb 13 23:22:26 +0000 2024,@r3nhartono Ganjar awal² capres juga auranya suram.. pas makin kesini bestie sama Anies jadi keliatan sisi positifnya,ahrasama88,Netral,Tweet ini menyatakan bahwa aura Ganjar awalnya suram tetapi menjadi lebih positif seiring waktu.
Tue Feb 13 23:22:26 +0000 2024,@VIVAcoid Putaran pertama aku taro di Pak Anies tapi kalau gak menang ya Pak Ganjar. https://t.co/OZt51cVyza,puterars,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah."
Tue Feb 13 23:22:20 +0000 2024,@liputan6dotcom Jelas pak anies dong yah. diputaran pertama gak menangpun bisa ke pak ganjar kita yah. yg jelas jangan ke prabowo pokoknya. https://t.co/kA6CePLPJi,antikashinta_,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah."
Tue Feb 13 23:22:11 +0000 2024,@VIVAcoid Memilih mundur dr yang lain selain Abah anies gpp lah ya. Tp ganjar bsa jd option kalau2 Abah gagal https://t.co/P2wV9IFBTP,QyshaF,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah."
Tue Feb 13 23:22:07 +0000 2024,Lokasi TPS Ganjar Pranowo-Mahfud MD Nyoblos Sebelum ke Jakarta https://t.co/t7cTTVBfUX,BloombergTZ,Netral,Tweet ini memberikan informasi tentang lokasi TPS Ganjar dan Mahfud tanpa menunjukkan dukungan atau kritik yang jelas.
Tue Feb 13 23:22:00 +0000 2024,Mari kita jaga momentum perubahan dengan Vot3 Love untuk Ganjar - Mahfud. Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat @ReallyRoza #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/KYCMnQESDp,IndraPramo39,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan bahwa mereka adalah pemimpin yang merakyat.
Tue Feb 13 23:21:52 +0000 2024,@VIVAcoid Aku dukung Pak Anies dulu kalau nggak menang ya Pak Ganjar aja. https://t.co/fWxwKnhSrK,gansyah10,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah."
Tue Feb 13 23:21:33 +0000 2024,Nah..nah..nah... Solusinya pilih pemimpin yang gak bikin beras langka!!! COBLOS NOMOR 3 GANJAR MAHFUD @ganjarpranowo @mohmahfudmd #GanjarPresidenRakyat #MahfudPembelaRakyat #GanjarMahfud2024 https://t.co/wXGo4QYbiX,denni_sauya,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan bahwa mereka adalah solusi untuk masalah beras langka.
Tue Feb 13 23:21:31 +0000 2024,@liputan6dotcom Pak ganjar bisa menjadi pilihan kita karna beliau juga punya komitmen yg sama dengan pak anies. Asalkan bukan nomor dua yah. https://t.co/0C2WGA2Ufr,Mardiyanti___,Netral,"Tweet ini menyatakan bahwa Ganjar bisa menjadi pilihan karena memiliki komitmen yang sama dengan Anies, namun tidak menunjukkan dukungan eksklusif."
Tue Feb 13 23:21:31 +0000 2024,Mas Ganjar dan Mahfud Md duo yang sangat potensial untuk membawa perubahan positif. Mari bersama-sama berkontribusi pada kemajuan bangsa. @Saukiridwan #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/Dx12kbcB5K,IndahTriianaa,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan bahwa mereka adalah duo yang potensial untuk membawa perubahan positif.
Tue Feb 13 23:21:20 +0000 2024,@AndreasSolusi Bukanya justru ganjar itu loyal banget ya? Ke pdip,evil_backwards,Netral,Tweet ini menyatakan bahwa Ganjar sangat loyal kepada PDIP tanpa menunjukkan dukungan atau kritik yang jelas.
Tue Feb 13 23:21:19 +0000 2024,@VIVAcoid Anies dulu aja deh di putaran pertama kalau kalah ya Ganjar aja. https://t.co/9R5CkYh5wx,jondraa1,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah."
Tue Feb 13 23:21:18 +0000 2024,Saatnya tunjukkan bahwa kita satu untuk 03. Ganjar Pranowo terbukti lebih baik @Muhamma80973381 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/sYvJTj9YQl,TeguhAndria7,Positif,Tweet ini mendukung Ganjar Pranowo dan menyatakan bahwa dia terbukti lebih baik.
Tue Feb 13 23:21:13 +0000 2024,@hannajoe20 Pengakuan dari orang yang milih banteng. Pemilih ganjar rata2 karena kebijakannya dari partai pengusungnya yang bikin pemilih merasa hutang budi ke partai tsb. Seperti kemudahan pendidikan ke keluarga menengah ke bawah,ape_mezzala,Netral,Tweet ini menyatakan bahwa pemilih Ganjar merasa hutang budi ke partai pengusungnya karena kebijakan yang menguntungkan.
Tue Feb 13 23:21:09 +0000 2024,Dan kerennya beliau tuh BENERAN cari info ttg nikel kasus batu bara kasus food estate mempertanyakan hal yg sama terkait itu KAYU DIBAWA KE MANA WOI. Bahkan beliau ni skg seringnya tak sambati perkara stunting aja sampe tau klo GANJAR beneran paham masalah stunting.,enfleurdhiver,Positif,Tweet ini memuji Ganjar karena benar-benar mencari informasi dan memahami masalah stunting.
Tue Feb 13 23:20:58 +0000 2024,Mudah²an menjadi awal yang baik menjadi kemenangan atas demokrasi dan akal sehat. Hanya kecurangan yang terstruktur sistematis dan masif yang bisa mengalahkan Ganjar Pranowo dan Mahfud MD. Bismillahirrahmanirrahim Semoga Allah SWT menjag negeri ini dari cengkeraman orang² https://t.co/jtuXfeNjBt,quintta1217,Positif,Tweet ini mendukung Ganjar dan Mahfud serta berharap kemenangan atas demokrasi dan akal sehat.
Tue Feb 13 23:20:54 +0000 2024,@DokterTifa Anies sih.. Kalaupun nnti lebih baik saya dukung pak Ganjar lebih baik https://t.co/QIOAUmKHei,rizkiazar01,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah."
Tue Feb 13 23:19:33 +0000 2024,Melalui keterlibatan dokter dan tenaga K3sehatan di setiap Pusk3smas Ms Ganjar meneguhkan komitmennya untuk menciptakan masyarakat yang sehat dan produktif @_yourrz #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/pXALTQgh1w,HadiPrakos33,Positif,Tweet ini mendukung Ganjar dan menyatakan komitmennya untuk menciptakan masyarakat yang sehat dan produktif.
Tue Feb 13 23:19:28 +0000 2024,@ganjarpranowo Hayo pa itu gendong bayi siapa pa anteng amat . Pa Ganjar suka banget ya sama anak² kecil,CaoHalle63677,Positif,Tweet ini memuji Ganjar karena suka dengan anak-anak kecil.
Tue Feb 13 23:19:11 +0000 2024,@ganjarpranowo Haru gembira masyarakat saat bertemu pak Ganjar sangat terlihat jelas,cahndalem12,Positif,Tweet ini menyatakan bahwa masyarakat sangat gembira saat bertemu dengan Ganjar.
Tue Feb 13 23:19:09 +0000 2024,Ganjar-Mahfud menjadikan setiap suara rakyat terdengar dan diwujudkan. Ganjar Pranowo terbukti lebih baik @DeaLestari89 #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/nGt9a8IAc6,w4wanadiii,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan bahwa mereka menjadikan setiap suara rakyat terdengar.
