created_at,full_text,label,analisis,
Tue Feb 13 23:47:31 +0000 2024,@kumparan Tapi mohon maaf pak saya dipihak pak Prabowo https://t.co/wHWd8Y9Az8,Positif,Tweet ini menunjukkan dukungan terhadap Prabowo.,"Pernyataan ""saya dipihak pak Prabowo"" menunjukkan sentimen positif."
Tue Feb 13 23:47:25 +0000 2024,@dayatpiliang Ya gw sih minta yg milih prabowo jangan ikut ngeluh kalo kebutuhan hidup makin sulit beras naik BBM naik pajak naik.,Negatif,Tweet ini mengkritik pendukung Prabowo dengan menyatakan bahwa mereka tidak boleh mengeluh jika kondisi ekonomi memburuk.,Kritik terhadap pendukung Prabowo menunjukkan sentimen negatif.
Tue Feb 13 23:47:23 +0000 2024,@Dahnilanzar @prabowo Lebih percaya biden usia 17 tahun,Negatif,"Tweet ini menyindir Prabowo dengan menyatakan lebih percaya pada Biden yang berusia 17 tahun, yang tidak masuk akal.",Sindiran ini menunjukkan ketidakpercayaan dan sentimen negatif terhadap Prabowo.
Tue Feb 13 23:47:23 +0000 2024,mesti narasi pendukungnya prabowo tuh playing victim seolah2 paslon pilihannya yg paling dihujat difitnah lalala idihhh yg bener aje lu,Negatif,Tweet ini mengkritik narasi pendukung Prabowo yang dianggap playing victim.,Kritik terhadap narasi pendukung Prabowo menunjukkan sentimen negatif.
Tue Feb 13 23:47:23 +0000 2024,@mbah_momo92 @PartaiSocmed @achmad_taher Coba tanya Bu Mega yang jadikan prabu Calon Wapres. Coba juga tanyakan ans jadikan partai Prabowo jadi gubernur,Netral,Tweet ini hanya menyarankan untuk bertanya kepada Bu Mega dan Ans mengenai keputusan politik tanpa menunjukkan sentimen positif atau negatif terhadap Prabowo.,"Tidak ada indikasi sentimen terhadap Prabowo, hanya saran untuk bertanya."
Tue Feb 13 23:47:06 +0000 2024,Siapapun yg terpilih jadi Presiden nanti hati kita harus dapat menerima dengan lapang dada ikhlas dan *Prabowo* Hubungan dengan teman saudara harus terjalin dengan *Anies* dan damai .Semoga Allah memberikan kita semua *Ganjar* an sesuai dengan pilihan dan perbuatan kita.,Netral,"Tweet ini menyatakan bahwa siapapun yang terpilih harus diterima dengan lapang dada, tanpa menunjukkan sentimen positif atau negatif terhadap Prabowo.","Tidak ada indikasi sentimen terhadap Prabowo, hanya ajakan untuk menerima hasil pemilu dengan ikhlas."
Tue Feb 13 23:47:06 +0000 2024,@AndreasSolusi Dikira semua orang punya pola pikir kayak pak prabowo kali ya dah kalah ngemis kursi menteri. Sorry boss pak Anies ini gentle sekali kalah ya beneran jadi oposisi bersama masyarakat,Negatif,"Tweet ini mengkritik Prabowo dengan menyatakan bahwa dia mengemis kursi menteri setelah kalah, sementara Anies dianggap lebih gentle.",Kritik terhadap Prabowo menunjukkan sentimen negatif.
Tue Feb 13 23:47:04 +0000 2024,Kalo prabowo kalah gua janji belikan si syafiq baju baru dompet baru beserta barang apapun (kecuali hp) apa yg mau dia bawa pas mau ke malay.,Netral,"Tweet ini tidak menunjukkan sentimen positif atau negatif terhadap Prabowo, melainkan lebih kepada janji pribadi penulis jika Prabowo kalah.","Tidak ada indikasi sentimen terhadap Prabowo, hanya janji pribadi."
Tue Feb 13 23:47:02 +0000 2024,Ayok jangan lupa pagi ini datang ke TPs ya Dan jangan lupa #02JariUngu Pantau terus kemenangan 02 menuju Indonesia maju @gibran_tweet @prabowo https://t.co/1qqgFfLFzM,Positif,Tweet ini mengajak orang untuk memilih Prabowo dan menunjukkan dukungan terhadapnya.,Ajakan untuk memilih Prabowo dan penggunaan hashtag dukungan menunjukkan sentimen positif.
Tue Feb 13 23:46:58 +0000 2024,@Dahnilanzar @prabowo Cukup 1 coblosan tiap lembarnya https://t.co/9oIPXNO0H9,Netral,Tweet ini hanya memberikan instruksi teknis mengenai pemilihan tanpa menunjukkan sentimen positif atau negatif terhadap Prabowo.,"Tidak ada indikasi sentimen terhadap Prabowo, hanya instruksi teknis."
Tue Feb 13 23:46:51 +0000 2024,@fadlizon @prabowo Kampqnye pada masa tenang ini zon.,Negatif,"Tweet ini mengkritik kampanye yang dilakukan pada masa tenang, yang dianggap tidak etis.",Kritik terhadap kampanye pada masa tenang menunjukkan sentimen negatif.
Tue Feb 13 23:46:37 +0000 2024,@chatap4nk @Dahnilanzar @prabowo Mirip orang narkobaan,Negatif,Tweet ini mengkritik Prabowo dengan menyamakannya dengan orang yang menggunakan narkoba.,Sindiran ini menunjukkan sentimen negatif terhadap Prabowo.
Tue Feb 13 23:46:27 +0000 2024,mending izinin aku golput atau pilih prabowo,Netral,Tweet ini menyatakan pilihan antara golput atau memilih Prabowo tanpa menunjukkan sentimen positif atau negatif.,"Tidak ada indikasi sentimen terhadap Prabowo, hanya pilihan pribadi."
Tue Feb 13 23:46:25 +0000 2024,@Muhammad_Saewad Pastikan 2029 prabowo jgn daftar pilpres lagi yaa... bikin gaduh terus males nonton tv jadinya...,Negatif,Tweet ini mengkritik Prabowo dengan menyatakan bahwa dia membuat gaduh dan mengganggu.,Kritik terhadap Prabowo menunjukkan sentimen negatif.
Tue Feb 13 23:46:21 +0000 2024,@HeryIdris5 @yonifree Coba sinari dulu dg matahari biar gak oon penyataannya jgn dibalik2 . Yg minta ketemu Jokowi bukan mega makanya budiman benar syarat dukung prabowo harus bodoh. Dan terbukti. https://t.co/TZ0NAvFdTl,Negatif,Tweet ini mengkritik pendukung Prabowo dengan menyatakan bahwa mereka harus bodoh untuk mendukungnya.,Kritik terhadap pendukung Prabowo menunjukkan sentimen negatif.
Tue Feb 13 23:46:20 +0000 2024,selamat pagi duniaku semoga hari ini negaraku ga dapet kabar buruk (dipimpin prabowo-gibran) https://t.co/gQ7106IwqY,Negatif,"Tweet ini menyatakan harapan agar negara tidak dipimpin oleh Prabowo-Gibran, yang dianggap sebagai kabar buruk.","Pernyataan ""ga dapet kabar buruk (dipimpin prabowo-gibran)"" menunjukkan sentimen negatif."
Tue Feb 13 23:45:59 +0000 2024,@msaid_didu Ada 3 Orang yg paling bertanggungjawab membesarkan dia Pak @msaid_didu: 1. Penemu Bakat: LBP yg menemukan do'i di Solo thn 2008 2. Pengorbit Bakat: Prabowo promosikan do'i di Pilgub DKI + Anaknya jd Cawapres 3. Melanggengkan Bakat: Hakim MK bolehkan Org Gila Milih &amp; loloskan anak https://t.co/doAw2mKtwO,Netral,Tweet ini hanya menyebutkan tiga orang yang berperan dalam karier seseorang tanpa menunjukkan sentimen positif atau negatif terhadap Prabowo.,"Tidak ada indikasi sentimen terhadap Prabowo, hanya menyebutkan peran orang lain."
Tue Feb 13 23:45:59 +0000 2024,@solusterless Mohon maap nih lg masa tenang bapak Prabowo hetdah,Netral,Tweet ini hanya menyatakan bahwa Prabowo sedang dalam masa tenang tanpa menunjukkan sentimen positif atau negatif.,"Tidak ada indikasi sentimen terhadap Prabowo, hanya menyatakan masa tenang."
Tue Feb 13 23:45:58 +0000 2024,@tvOneNews kawal anies sih tapi kalau kalah ya alternatif nya hanya ganjar. gak mungkin dong prabowo https://t.co/CNMnqzF5KE,Negatif,"Tweet ini menunjukkan preferensi terhadap Anies dan Ganjar dibandingkan Prabowo, dengan implikasi bahwa Prabowo bukan pilihan yang baik.","Kalimat ""gak mungkin dong prabowo"" menunjukkan preferensi negatif terhadap Prabowo."
Tue Feb 13 23:45:52 +0000 2024,@aim_angga @els3313 @NdrewsTjan 2019 Jokowi bawa ham setelah lanjut 2 periode kenapa ga dijebloskan saja Prabowo bukannya presiden bisa ngapain aja .,Negatif,"Tweet ini mengkritik Jokowi karena tidak menjebloskan Prabowo ke penjara, menunjukkan ketidakpercayaan terhadap Prabowo.",Kritik terhadap Jokowi dan Prabowo menunjukkan sentimen negatif.
Tue Feb 13 23:45:48 +0000 2024,@zy_zy_its_me @prabowo KAMPANYE MODAL JOGET DOANG! DEBAT KALAH MULU! PROGRAM GA BERMUTU!,Negatif,Tweet ini mengkritik kampanye Prabowo yang dianggap tidak bermutu dan selalu kalah dalam debat.,Kritik terhadap kampanye dan program Prabowo menunjukkan sentimen negatif.
Tue Feb 13 23:45:48 +0000 2024,@WagimanDeep212_ Semoga nanti gak stress ya ketika mengetahui pak Prabowo unggul satu putaran ,Positif,"Tweet ini menunjukkan harapan agar Prabowo unggul dalam satu putaran, menunjukkan dukungan terhadapnya.","Pernyataan ""semoga nanti gak stress ya ketika mengetahui pak Prabowo unggul satu putaran"" menunjukkan sentimen positif."
Tue Feb 13 23:45:41 +0000 2024,dan ga tertipu juga karna aku emg ga mikih dia dulu jd ya kalau ga berkembang yaudah mau gimana lagi kalaupun dulu prabowo menang juga belum tentu berkembang itu indonesia ,Netral,"Tweet ini menyatakan bahwa penulis tidak memilih Prabowo dulu dan tidak yakin Indonesia akan berkembang jika Prabowo menang, tanpa menunjukkan sentimen positif atau negatif.","Tidak ada indikasi sentimen terhadap Prabowo, hanya pernyataan pribadi."
Tue Feb 13 23:45:40 +0000 2024,@NKRITetapDiHati @xquitavee Jujur....saya nggak habis pikir yang hingga kini tidak ada bosan-bosanya mendukung Prabowo...,Negatif,Tweet ini mengkritik orang yang terus mendukung Prabowo tanpa henti.,Kritik terhadap pendukung Prabowo menunjukkan sentimen negatif.
Tue Feb 13 23:45:37 +0000 2024,Kemungkinan ini banyakan pendukung 01 yg dulu juga mendukung @prabowo ! Makanya 2x @prabowo dulu kalah pilpres karena didukung mereka yg terbiasa memakai strategi hoax. Syukur sekarang pendukung @prabowo tidak ada yg seperti itu lagi jadi potensi kemenangan 90 %. Semoga !,Netral,"Tweet ini menyatakan bahwa pendukung Prabowo dulu menggunakan strategi hoax, tetapi sekarang tidak lagi, tanpa menunjukkan sentimen positif atau negatif terhadap Prabowo.","Tidak ada indikasi sentimen terhadap Prabowo, hanya pernyataan tentang pendukungnya."
Tue Feb 13 23:45:24 +0000 2024,@_devalo Duh sering liat lagi Balihonya deket UT,Netral,Tweet ini hanya menyatakan sering melihat baliho Prabowo tanpa menunjukkan sentimen positif atau negatif.,"Tidak ada indikasi sentimen terhadap Prabowo, hanya pernyataan tentang baliho."
Tue Feb 13 23:45:14 +0000 2024,@99propaganda @prabowo Benarkah kalau menang jatahnya cuma 2 atau 3 tahun...?,Netral,Tweet ini hanya bertanya tentang masa jabatan Prabowo jika menang tanpa menunjukkan sentimen positif atau negatif.,"Tidak ada indikasi sentimen terhadap Prabowo, hanya pertanyaan tentang masa jabatan."
Tue Feb 13 23:45:05 +0000 2024,@Dahnilanzar @prabowo Ututu kasiannya,Negatif,Tweet ini menyindir Prabowo dengan menyatakan kasihan.,Sindiran ini menunjukkan sentimen negatif terhadap Prabowo.
Tue Feb 13 23:44:45 +0000 2024,@BadutSocmed99 @_barindra @PartaiSocmed hadeh jelas jelas anis bilang selama prabowo mencalonkan sebagai capres ya berarti selama ada prabowo lah tololll tanpa terkecuali,Negatif,"Tweet ini mengkritik Prabowo dengan menyatakan bahwa selama dia mencalonkan diri, dia akan selalu ada, dengan nada merendahkan.",Kritik terhadap Prabowo menunjukkan sentimen negatif.
Tue Feb 13 23:44:43 +0000 2024,@Dahnilanzar @prabowo bener pakdhe...banyak drakor pemilu sekarang https://t.co/UTOYRrlFvV,Netral,Tweet ini hanya menyatakan bahwa ada banyak drama pemilu sekarang tanpa menunjukkan sentimen positif atau negatif terhadap Prabowo.,"Tidak ada indikasi sentimen terhadap Prabowo, hanya pernyataan tentang drama pemilu."
Tue Feb 13 23:44:39 +0000 2024,@Dahnilanzar @prabowo Dah habis akal dul ?,Negatif,Tweet ini mengkritik Prabowo dengan menyatakan bahwa dia sudah kehabisan akal.,Kritik terhadap Prabowo menunjukkan sentimen negatif.
Tue Feb 13 23:44:31 +0000 2024,@MataNajwa Langsung EKSEKUSI di TKP ! Gak pake lapor.,Netral,Tweet ini hanya menyatakan tindakan langsung tanpa menunjukkan sentimen positif atau negatif terhadap Prabowo.,"Tidak ada indikasi sentimen terhadap Prabowo, hanya pernyataan tentang tindakan langsung."
Tue Feb 13 23:44:18 +0000 2024,@tvOneNews kalaupun anies pilihanku kalah ya gas ganjar.. yakali pilih prabowo https://t.co/uuDf0tTncj,Negatif,"Tweet ini menunjukkan preferensi terhadap Anies dan Ganjar dibandingkan Prabowo, dengan implikasi bahwa Prabowo bukan pilihan yang baik.","Kalimat ""yakali pilih prabowo"" menunjukkan preferensi negatif terhadap Prabowo."
Tue Feb 13 23:44:11 +0000 2024,@Dahnilanzar @prabowo Gak masuk nalar... Seperti cerita dipasar belum pernah ada pedagang/pengunjung malak preman... Atau dunia sudah kebalik kali ya?,Negatif,Tweet ini mengkritik Prabowo dengan menyatakan bahwa tindakannya tidak masuk akal.,Kritik terhadap Prabowo menunjukkan sentimen negatif.
Tue Feb 13 23:43:57 +0000 2024,@PartaiSocmed Prabowo mau masukin sapi 1.5jt ekor buat susu. Mari hancurkan pasar dalam negeri.,Negatif,Tweet ini mengkritik rencana Prabowo yang dianggap akan menghancurkan pasar dalam negeri.,Kritik terhadap rencana Prabowo menunjukkan sentimen negatif.
Tue Feb 13 23:43:57 +0000 2024,@detikcom menurut Feng shui angka Prabowo mempunyai angka 8 di awal dan akhir Juga 8.wetonjawa beliau Rabu pon.dan hari ini tgl 14 feb 2024 tepat weton beliau. Rabu =7 dan Pon =7,Netral,Tweet ini hanya menyatakan angka-angka terkait Prabowo tanpa menunjukkan sentimen positif atau negatif.,"Tidak ada indikasi sentimen terhadap Prabowo, hanya pernyataan tentang angka."
Tue Feb 13 23:43:44 +0000 2024,@UNSfess_ prabowo udh packing ya nder?,Netral,Tweet ini hanya bertanya apakah Prabowo sudah siap tanpa menunjukkan sentimen positif atau negatif.,"Tidak ada indikasi sentimen terhadap Prabowo, hanya pertanyaan tentang kesiapan."
Tue Feb 13 23:43:44 +0000 2024,Hari Ini Indonesia Tentukan Nasib 5 Tahun Kedepan Coblos Sesuai Hati Nurani Jangan Golput.. Nyoblos Juga Wakilmu Diparlemen Bismilah Semoga Pemilu Damai Kami Relawan Prabowo Ucapkan Terimakasih Buat Para Pendukung Prabowo.. Mohon Maaf Serangan Argumen Yg Mgkn Keras Laporkan https://t.co/6XQXgtDwDS,Positif,Tweet ini menunjukkan dukungan terhadap Prabowo dan mengajak orang untuk memilihnya.,Ajakan untuk memilih Prabowo dan ucapan terima kasih menunjukkan sentimen positif.
Tue Feb 13 23:43:43 +0000 2024,@SvenKjellberg2 Emang dasarnya pick me. Namanya politik. Prabowo 2014 diktator pemarah membangkitkan orba sampe era 2019 radikaaaaaaaaaal terus sekarang bisanya joged doang penculik ga pernah sholat tangan besi bahkan dikebiri pun . Tp ya ga pernah klaim satu-satunya paling menderita,Negatif,"Tweet ini mengkritik Prabowo dengan menyebutnya diktator, radikal, dan penculik, serta merendahkan kemampuannya.",Kritik keras terhadap Prabowo menunjukkan sentimen negatif.
Tue Feb 13 23:43:34 +0000 2024,@truzlover @upetis @idextratime Pokoknya jaman jokowi vs prabowo,Netral,Tweet ini hanya menyebutkan era Jokowi vs Prabowo tanpa menunjukkan sentimen positif atau negatif.,"Tidak ada indikasi sentimen terhadap Prabowo, hanya pernyataan tentang era politik."
Tue Feb 13 23:43:28 +0000 2024,Putaran ke 2 anies vs prabowo,Netral,Tweet ini hanya menyebutkan putaran kedua antara Anies dan Prabowo tanpa menunjukkan sentimen positif atau negatif.,"Tidak ada indikasi sentimen terhadap Prabowo, hanya pernyataan tentang putaran kedua."
Tue Feb 13 23:43:25 +0000 2024,@tvOneNews memang ganjar sih pilihan satu satunya kalau anies kalah ogah bgt pilih prabowo https://t.co/omxo4Xc5o8,Negatif,"Tweet ini menunjukkan preferensi terhadap Ganjar dibandingkan Prabowo, dengan implikasi bahwa Prabowo bukan pilihan yang baik.","Kalimat ""ogah bgt pilih prabowo"" menunjukkan preferensi negatif terhadap Prabowo."
Tue Feb 13 23:43:21 +0000 2024,@AndreasSolusi /menguntungkan dirinya sendiri/ suka ngelawak emang ya pendukungnya prabowo ini,Negatif,Tweet ini mengkritik pendukung Prabowo dengan menyatakan bahwa mereka hanya menguntungkan diri sendiri dan suka bercanda.,Kritik terhadap pendukung Prabowo menunjukkan sentimen negatif.
Tue Feb 13 23:43:16 +0000 2024,@abelcrb @AndreasSolusi @prabowo @gibran_tweet halah dukung boleh buta mata hati jangan.yg suka nyinyir itu siapa yg suka mncela itu spa.trus yg ngatain tolol gblok otak lamban it namanya apa. ?????bukan nya dbat 5 thn llu pk jk juga mnyrang pak wwo dlam debat.,Netral,"Tweet ini hanya menyatakan bahwa dukungan boleh dilakukan tetapi tidak dengan buta hati, tanpa menunjukkan sentimen positif atau negatif terhadap Prabowo.","Tidak ada indikasi sentimen terhadap Prabowo, hanya pernyataan tentang dukungan."
Tue Feb 13 23:43:16 +0000 2024,@PartaiSocmed Bagaimana kalau prabowo kalah? Semua koruptor akan masuk penjara. Semua pelanggar akan masuk penjara. Termasuk buzzer tukang adu domba dan pembuat HOAX.,Netral,Tweet ini hanya menyatakan kemungkinan jika Prabowo kalah tanpa menunjukkan sentimen positif atau negatif.,"Tidak ada indikasi sentimen terhadap Prabowo, hanya pernyataan tentang kemungkinan."
Tue Feb 13 23:43:13 +0000 2024,@Dahnilanzar @prabowo Bikin video nangis di tiktok atuuh biar fyp ,Negatif,Tweet ini menyindir Prabowo dengan menyarankan untuk membuat video menangis di TikTok.,Sindiran ini menunjukkan sentimen negatif terhadap Prabowo.
Tue Feb 13 23:42:53 +0000 2024,@tvOneNews yakin anies bisa satu putaran sih tapi kalau ternyata gagal ya saya terpaksa pindah ke ganjar. yakali ke prabowo https://t.co/uowdECF7JK,Negatif,"Tweet ini menunjukkan preferensi terhadap Anies dan Ganjar dibandingkan Prabowo, dengan implikasi bahwa Prabowo bukan pilihan yang baik.","Kalimat ""yakali ke prabowo"" menunjukkan preferensi negatif terhadap Prabowo."
Tue Feb 13 23:42:38 +0000 2024,@Dahnilanzar @prabowo Dengan jabatan sebagai Jubir di Kementerian yg strategis dam bagian dari kekuasaan publik rasanya sulit percaya statement bapak.,Negatif,Tweet ini mengkritik Prabowo dengan menyatakan sulit percaya pada pernyataannya.,Kritik terhadap Prabowo menunjukkan sentimen negatif.
Tue Feb 13 23:42:37 +0000 2024,@prabowo Salam 02 Prabowo Gibran Menang Satu Putaran.,Positif,Tweet ini menunjukkan dukungan terhadap Prabowo dan Gibran.,"Pernyataan ""Prabowo Gibran Menang Satu Putaran"" menunjukkan sentimen positif."
Tue Feb 13 23:42:36 +0000 2024,@CNNIndonesia si samsul mending diem aja kalik yah. Say no to prabowo gibran. kita berjuang untuk AMIN dan pak ganjar kalau AMIN k.o di putaran satu. https://t.co/tNGTzCxuhE,Negatif,"Tweet ini menunjukkan penolakan terhadap Prabowo dan Gibran, serta dukungan terhadap AMIN dan Ganjar.","Pernyataan ""Say no to prabowo gibran"" menunjukkan sentimen negatif."
Tue Feb 13 23:42:36 +0000 2024,@hispuppies @thecaradumps @dirdigdeng @cakimiNOW ih lebay bgt lu prestasi prabowo bahkan lebih bnyk daripada prestasi beban negara kayak lo,Positif,Tweet ini menunjukkan dukungan terhadap Prabowo dengan menyatakan bahwa prestasinya lebih banyak.,"Pernyataan ""prestasi prabowo bahkan lebih bnyk"" menunjukkan sentimen positif."
Tue Feb 13 23:42:34 +0000 2024,@mpoklela7 @prabowo @gibran_tweet ️️ #prabowogibranmenangsatuputaran Allah akan memberiii Kepercayaan u #prabowogibran02 Memimpin NKRI Aamiin https://t.co/wuP2XZbomZ,Positif,Tweet ini menunjukkan dukungan terhadap Prabowo dan Gibran.,"Pernyataan ""Allah akan memberiii Kepercayaan u #prabowogibran02"" menunjukkan sentimen positif."
Tue Feb 13 23:42:34 +0000 2024,@dAsalbantani @neohistoria_id also pendukung 02 putin aja hebat memimpin rusia dan ditakuti USA dan sekutu makanya Indonesia butuh pemimpin kaya pak Prabowo yg ditakuti ASING ,Positif,Tweet ini menunjukkan dukungan terhadap Prabowo dengan menyatakan bahwa Indonesia membutuhkan pemimpin seperti dia.,"Pernyataan ""Indonesia butuh pemimpin kaya pak Prabowo"" menunjukkan sentimen positif."
Tue Feb 13 23:42:34 +0000 2024,02 - Prabowo presiden ku ALL IN? Sejak kalah pilpres 2019 saya berfikir untuk memilih Prabowo seandainya beliau maju lagi dalam pilpres 2024 (atleast beri dia kesempatan) tetapi semua itu sirna ketika keputusan Prabowo memilih Gibran sebagai cawapres dengan segala kontroversi️,Negatif,"Tweet ini mengkritik keputusan Prabowo memilih Gibran sebagai cawapres, yang dianggap kontroversial.",Kritik terhadap keputusan Prabowo menunjukkan sentimen negatif.
Tue Feb 13 23:41:23 +0000 2024,@PeelotV Kalau d kampung gue paling anti prabowo apalagi keluarga karena mereka bilang itu gibran anak jokowi nanti bakal lanjutin program Bpk nya yg menyusahkan para petani apa Semua d batasi terutama pupuk pdhl kan mereka beli pengen ngelawan tp ortu sendiri tp pilihan gue ttap 02 ,Negatif,"Tweet ini menunjukkan penolakan terhadap Prabowo dan Gibran, serta dukungan terhadap pasangan lain.","Pernyataan ""paling anti prabowo"" menunjukkan sentimen negatif."
Tue Feb 13 23:41:21 +0000 2024,@VIVAcoid Demi tunjangan jadi semangat kerja buat prabowo nih,Netral,Tweet ini hanya menyatakan semangat kerja demi tunjangan tanpa menunjukkan sentimen positif atau negatif terhadap Prabowo.,"Tidak ada indikasi sentimen terhadap Prabowo, hanya pernyataan tentang semangat kerja."
Tue Feb 13 23:41:15 +0000 2024,kalo pak Prabowo kalah gue janji bakal ngaji sore terus. ga bolos dan bakal rajin ngaji dan hafalan!,Netral,"Tweet ini tidak menunjukkan sentimen positif atau negatif terhadap Prabowo, melainkan lebih kepada janji pribadi penulis jika Prabowo kalah.","Tidak ada indikasi sentimen terhadap Prabowo, hanya janji pribadi."
Tue Feb 13 23:41:11 +0000 2024,Kalau prabowo kalah pemilu tahun ini aku akan giveaway semua pc pc ku,Netral,"Tweet ini tidak menunjukkan sentimen positif atau negatif terhadap Prabowo, melainkan lebih kepada janji pribadi penulis jika Prabowo kalah.","Tidak ada indikasi sentimen terhadap Prabowo, hanya janji pribadi."
Tue Feb 13 23:41:06 +0000 2024,Simak diskusinya bersama Captain Timnas Anies-Muhaimin M. Syaugi Ketua Tim Kampanye Prabowo-Gibran Rosan Roeslani Ketua Tim Pemenangan Ganjar-Mahfud Arsjad Rasjid dan Sekjen Partai Koalisi dalam #SatuMejaTheForum Spesial Pemilu PILIHAN RAKYAT MENANG TERHORMAT Rabu 14 https://t.co/BCXLQxWxsA,Netral,Tweet ini hanya memberikan informasi tentang diskusi tanpa menunjukkan sentimen positif atau negatif terhadap Prabowo.,"Tidak ada indikasi sentimen terhadap Prabowo, hanya informasi tentang diskusi."
Tue Feb 13 23:40:47 +0000 2024,@Dahnilanzar @prabowo Drama apalagi ini terduga malah drama gak bela terduga lainnya.... Padahal 1 stelan Pabrik,Negatif,Tweet ini mengkritik Prabowo dengan menyatakan bahwa dia terlibat dalam drama dan tidak membela terduga lainnya.,Kritik terhadap Prabowo menunjukkan sentimen negatif.
Tue Feb 13 23:40:32 +0000 2024,Kalau Prabowo kalah saya mau commit diet yg sdh gagal 28 tahun terakhir ini ,Netral,"Tweet ini tidak menunjukkan sentimen positif atau negatif terhadap Prabowo, melainkan lebih kepada janji pribadi penulis jika Prabowo kalah.","Tidak ada indikasi sentimen terhadap Prabowo, hanya janji pribadi."
Tue Feb 13 23:40:30 +0000 2024,@Dahnilanzar @prabowo Dunia terbalik.. Mana ada orang yg berani ngancam penguasa ... ahh ngibul aja lo Nil.,Negatif,Tweet ini mengkritik Prabowo dengan menyatakan bahwa dunia terbalik dan tidak ada yang berani mengancam penguasa.,Kritik terhadap Prabowo menunjukkan sentimen negatif.
Tue Feb 13 23:40:18 +0000 2024,@BiLLRaY2019 Hehehee saya rasa yg melaporkan anda yg akan diseret ke nusakambangan... jateng tak akan biarkan prabowo menang...,Negatif,Tweet ini mengkritik Prabowo dengan menyatakan bahwa dia tidak akan dibiarkan menang.,Kritik terhadap Prabowo menunjukkan sentimen negatif.
Tue Feb 13 23:40:14 +0000 2024,@kompascom Berkata jujur saja lah.,Netral,Tweet ini hanya menyatakan permintaan untuk berkata jujur tanpa menunjukkan sentimen positif atau negatif terhadap Prabowo.,"Tidak ada indikasi sentimen terhadap Prabowo, hanya permintaan untuk berkata jujur."
Tue Feb 13 23:40:11 +0000 2024,@AndreasSolusi Prabowo ga punya nyali. Masa minta bantuan presiden. Wkwkwkk... Semua pengikutnya pengecut,Negatif,Tweet ini mengkritik Prabowo dengan menyatakan bahwa dia tidak punya nyali dan pengikutnya pengecut.,Kritik terhadap Prabowo menunjukkan sentimen negatif.
Tue Feb 13 23:40:10 +0000 2024,@nialubis_ Bismillah yg direstui oleh rakyat dan tertulis di lauhul mah'fuz itu prabowo gibran. jelas2 survey kredibel dgn metode ilmiah semua nya sama kalo pilpres kali ini langsung sekali putaran. ,Positif,Tweet ini menunjukkan dukungan terhadap Prabowo dan Gibran dengan menyatakan bahwa mereka direstui oleh rakyat.,"Pernyataan ""direstui oleh rakyat"" menunjukkan sentimen positif."
Tue Feb 13 23:40:08 +0000 2024,@RianSap71792878 @Alie_Fahnoor Gak ah Klo Anies kalah ntar yg nangis ya pendukung prabowo ,Negatif,Tweet ini mengkritik pendukung Prabowo dengan menyatakan bahwa mereka akan menangis jika Anies kalah.,Kritik terhadap pendukung Prabowo menunjukkan sentimen negatif.
Tue Feb 13 23:40:08 +0000 2024,Ready For Vote??? Bismillah @PDemokrat dan 02 Menang aamiin ya Allah @prabowo @gibran_tweet,Positif,Tweet ini menunjukkan dukungan terhadap Prabowo dan Gibran dengan harapan mereka menang.,"Pernyataan ""Bismillah @PDemokrat dan 02 Menang"" menunjukkan sentimen positif."
Tue Feb 13 23:40:04 +0000 2024,@dewitsania__ Prabowo gibran 1 putaran,Positif,Tweet ini menunjukkan dukungan terhadap Prabowo dan Gibran dengan harapan mereka menang dalam satu putaran.,"Pernyataan ""Prabowo gibran 1 putaran"" menunjukkan sentimen positif."
Tue Feb 13 23:39:37 +0000 2024,smoga org2 yg dtg ke gbk kmrn smuanya gada yg milih prabowo,Negatif,Tweet ini menunjukkan harapan agar orang-orang yang datang ke GBK tidak memilih Prabowo.,"Pernyataan ""gada yg milih prabowo"" menunjukkan sentimen negatif."
Tue Feb 13 23:39:17 +0000 2024,sepurane aku gak gumbul pendukung prabowo,Negatif,Tweet ini menyatakan bahwa penulis tidak bergaul dengan pendukung Prabowo.,"Pernyataan ""gak gumbul pendukung prabowo"" menunjukkan sentimen negatif."
Tue Feb 13 23:39:16 +0000 2024,Masak cawapres campaign dirty vote? Emang boleh.. Rupanya yh khawatir @prabowo menang gak cuma prndukung mu cak. Sampean juga toh...,Negatif,Tweet ini mengkritik kampanye dirty vote dan menyatakan bahwa kekhawatiran terhadap kemenangan Prabowo tidak hanya dari pendukungnya.,Kritik terhadap kampanye dirty vote menunjukkan sentimen negatif.
Tue Feb 13 23:39:12 +0000 2024,@alextham878 @prabowo Hebat akting nya layak dpt piala citra bahkan oscar,Negatif,Tweet ini menyindir Prabowo dengan menyatakan bahwa aktingnya layak mendapatkan penghargaan.,Sindiran ini menunjukkan sentimen negatif terhadap Prabowo.
Tue Feb 13 23:39:10 +0000 2024,Prabowo lu juga tbtb masuk kabinet oposisi apa ga namanya menjilat sampe pdip aja ditinggal ama dia.,Negatif,Tweet ini mengkritik Prabowo dengan menyatakan bahwa dia masuk kabinet oposisi dan dianggap menjilat.,Kritik terhadap Prabowo menunjukkan sentimen negatif.
