Full Text,Label,Analisis,Alasan,
1. anies naik indonesia banyak dikibulin 2. prabowo naik indonesia maju dengan katanya akan seperti rezim soeharto 3. ganjar naik nenek nenek gatau diri bakal banyak berkicau,Negatif,Tweet ini mengkritik Ganjar dengan menyebutkan bahwa banyak nenek-nenek yang tidak tahu diri akan banyak berkicau jika Ganjar naik.,Kritik terhadap Ganjar menunjukkan sentimen negatif karena ada ketidakpuasan yang jelas.,
@VIVAcoid Ayo teken Pak Anies dulu di putaran pertama tapi kalau enggak menang tenang di putaran kedua kita pilih Pak Ganjar. https://t.co/uFjJfJPmpM,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah.",Dukungan terhadap dua calon menunjukkan sentimen netral karena tidak ada dukungan eksklusif terhadap satu calon.,
@Opiniku95098012 Gw sudah mantab memilih Ganjar-Mahfud https://t.co/Sv3kKEa10n,Positif,Tweet ini menyatakan keputusan untuk memilih Ganjar dan Mahfud.,Keputusan yang jelas menunjukkan sentimen positif karena ada dukungan terhadap Ganjar dan Mahfud.,
Bismillahirrahmanirrahim… Ya Allah ya Tuhan Kami GANJAR MAHFUD ADALAH ORANG BAIK Kami saksi sebagai rakyat Berikanlah izin dan kehendakmu agar orang baik Menjadi pemimpin bangsa Indonesia 14 Februari 2024 Hari ini akan menjadi Tonggak perlawanan kedholiman. https://t.co/MRwuPgsPUh,Positif,Tweet ini mendukung Ganjar dan Mahfud dengan keyakinan dan doa.,Dukungan yang jelas menunjukkan sentimen positif karena ada keyakinan dan doa terhadap Ganjar dan Mahfud.,
Pagi Hari ini Pesta Demokrasi pilih Presiden dengan hati nurani pilihanmu menentukan Masa Depan Indonesia Sabang - Papua Rabu Abu Menang Kawal Pemilu 2024 Datang ke TPS Coblos 03 Mas Ganjar - Mahfud #GanjarMahfud2024 Bawaslu Polri jaga Serangan Fajar Hujan Deres Close The Door https://t.co/2M7TGDbZ3Y,Netral,Tweet ini memberikan informasi tentang pemilu tanpa menunjukkan dukungan atau kritik yang jelas.,Informasi netral menunjukkan sentimen netral karena tidak ada opini atau emosi yang jelas terhadap Ganjar.,
Kombinasi Ganjar Mahfud dan Mahfud Md sangat menjanjikan. Keduanya punya visi yang sejalan untuk kesejahteraan rakyat. @starrybities #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/nf9YO6fx0T,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan bahwa mereka punya visi yang sejalan untuk kesejahteraan rakyat.,Dukungan yang jelas menunjukkan sentimen positif karena ada keyakinan terhadap Ganjar dan Mahfud.,
Ganjar-Mahfud adalah tim impian kita yang siap memastikan tak ada yang terpinggirkan di negeri ini @justpurpleroses #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/vMvcsgau1h,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan bahwa mereka siap memastikan tak ada yang terpinggirkan.,Dukungan yang jelas menunjukkan sentimen positif karena ada keyakinan terhadap Ganjar dan Mahfud.,
@marzoeqhie2 @Ganjar_Mahfud03 Buktiin aja karena kalau terbukti harusnya dapat hukuman berat karena itu di masa tenang. Mereka itu akademisi bukan org partai. Resiko terlalu besar kalau dibuat dari masing-masing paslon. Jangan naif film itu gak cuma menyadarkan pendukung 02 kok tapi semua yang andil dalam politik.,Netral,Tweet ini memberikan pandangan tentang hukuman berat bagi pelanggaran di masa tenang tanpa menunjukkan dukungan atau kritik yang jelas terhadap Ganjar.,Pernyataan netral menunjukkan sentimen netral karena tidak ada opini atau emosi yang jelas terhadap Ganjar.,
@JimmyP1980 @mohmahfudmd Ya aneh banget ya. Mirip pertanyaan kenapa Prabowo jadi wakil Mega Anies dulu jubir Jokowi loh. Ganjar kan tim pemenangan Mega Prabowo juga Jokowi. Gak ngaruh ini pengalaman kerja mereka… artinya mereka orang-orang profesional di bidangnya.,Netral,Tweet ini memberikan pandangan tentang profesionalisme tanpa menunjukkan dukungan atau kritik yang jelas terhadap Ganjar.,Pernyataan netral menunjukkan sentimen netral karena tidak ada opini atau emosi yang jelas terhadap Ganjar.,
@ENJEULL Gw dah mantab untuk memilih Ganjar-Mahfud https://t.co/Pz04paFVAW,Positif,Tweet ini menyatakan keputusan untuk memilih Ganjar dan Mahfud.,Keputusan yang jelas menunjukkan sentimen positif karena ada dukungan terhadap Ganjar dan Mahfud.,
@VIVAcoid Di putaran pertama mari kita dukung Pak Anies dan kalau tidak di putaran kedua kita pilih Pak Ganjar tetapi jangan pilih yang 02 ya. https://t.co/Sq9pyOsN3y,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah.",Dukungan terhadap dua calon menunjukkan sentimen netral karena tidak ada dukungan eksklusif terhadap satu calon.,
Kampanye tak selalu bersifat formal tetapi bisa diwujudkan melalui keintiman dalam menyampaikan dukungan kita lewat media sosial. Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik @Meriam_Ki_Amuk #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/mQQHjeVSiR,Positif,Tweet ini mendukung Ganjar Pranowo dan menyatakan bahwa dia berhak mendapatkan yang terbaik.,Dukungan yang jelas menunjukkan sentimen positif karena ada keyakinan terhadap Ganjar.,
Merajut keberagaman Ganjar-Mahfud menjamin setiap suara didengar dan setiap kebutuhan diperhatikan @keeelooong #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/Z3qCjfGpRm,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan bahwa mereka menjamin inklusi dan perhatian terhadap setiap kebutuhan.,Dukungan yang jelas menunjukkan sentimen positif karena ada keyakinan terhadap Ganjar dan Mahfud.,
Setiap suara Vot3 Love adalah amanah untuk Ganjar - Mahfud mari kita tunaikan bersama. Kesejahteraan berlipat ganda Indonesia Makmur Sentosa @RamadanFirdaus6 #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/Kc2I7OBfe2,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan bahwa setiap suara adalah amanah untuk mereka.,Dukungan yang jelas menunjukkan sentimen positif karena ada keyakinan terhadap Ganjar dan Mahfud.,
Ya allah gabisa bayangin kalo istrinya ganjar jadi ibu negara semisal ganjar menang kalo ada perkumpulan asosiasi perempuan dunia gimana jadinya,Netral,Tweet ini menyatakan ketidakpastian tentang bagaimana istri Ganjar akan berperan sebagai ibu negara.,Pernyataan netral menunjukkan sentimen netral karena tidak ada opini atau emosi yang jelas terhadap Ganjar.,
@officialinews_ Slalu mendukungmu pak Ganjar Mahfud,Positif,Tweet ini menyatakan dukungan yang jelas untuk Ganjar dan Mahfud.,Dukungan yang jelas menunjukkan sentimen positif karena ada keyakinan terhadap Ganjar dan Mahfud.,
@VIVAcoid Suara awal buat Pak Anies tapi kalo gagal ya Pak Ganjar aja. https://t.co/7lGjcu5gm2,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah.",Dukungan terhadap dua calon menunjukkan sentimen netral karena tidak ada dukungan eksklusif terhadap satu calon.,
@Lzkr_22 @idextratime ganjar kan,Netral,Tweet ini hanya menyebutkan nama Ganjar tanpa menunjukkan dukungan atau kritik yang jelas.,Pernyataan netral menunjukkan sentimen netral karena tidak ada opini atau emosi yang jelas terhadap Ganjar.,
ini gua ganjar sendirian dah finalnya bonyok gua di doktrin sama tulang gua utk milih prabowo hadeh,Netral,Tweet ini menyatakan bahwa pengguna merasa tertekan untuk memilih Prabowo oleh keluarganya.,Pernyataan netral menunjukkan sentimen netral karena tidak ada opini atau emosi yang jelas terhadap Ganjar.,
Ganjar-Mahfud bukan hanya pilihan tapi solusi untuk memastikan inklusi bagi semua @lacasseinstyle #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/GAL0iAqKwq,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan bahwa mereka adalah solusi untuk inklusi.,Dukungan yang jelas menunjukkan sentimen positif karena ada keyakinan terhadap Ganjar dan Mahfud.,
Komisioner KPU di Wonosobo Diduga Kondisikan PPK dan PPS untuk Menangkan Ganjar-Mahfud https://t.co/mPR5Exlew9,Negatif,Tweet ini menyatakan dugaan bahwa KPU di Wonosobo mengkondisikan PPK dan PPS untuk memenangkan Ganjar-Mahfud.,Dugaan negatif menunjukkan sentimen negatif karena ada ketidakpuasan yang jelas.,
Mas Ganjar membuktikan bahwa pemimpin tidak perlu berteriak untuk membuat perubahan. @sachiarfi #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/wVnM8uNpkR,Positif,Tweet ini memuji Ganjar sebagai pemimpin yang tidak perlu berteriak untuk membuat perubahan.,Pujian terhadap kemampuan Ganjar menunjukkan sentimen positif karena ada keyakinan terhadap kemampuannya.,
Melalui media sosial kita tidak hanya menyuarakan dukungan tetapi juga menciptakan ikatan emosional dengan pemilih. Ganjar Pranowo hanya yang terbaik untuk rakyat @moncherjjy #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/4WH8FCGk7Q,Positif,Tweet ini mendukung Ganjar dan menyatakan bahwa dia adalah yang terbaik untuk rakyat.,Dukungan yang jelas menunjukkan sentimen positif karena ada keyakinan terhadap Ganjar.,
@r3nhartono Ganjar awal² capres juga auranya suram… pas makin kesini bestie sama Anies jadi keliatan sisi positifnya,Netral,Tweet ini menyatakan bahwa aura Ganjar awalnya suram tetapi menjadi lebih positif seiring waktu.,Pernyataan netral menunjukkan sentimen netral karena tidak ada opini atau emosi yang jelas terhadap Ganjar.,
@VIVAcoid Putaran pertama aku taro di Pak Anies tapi kalau gak menang ya Pak Ganjar. https://t.co/OZt51cVyza,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah.",Dukungan terhadap dua calon menunjukkan sentimen netral karena tidak ada dukungan eksklusif terhadap satu calon.,
@liputan6dotcom Jelas pak anies dong yah. diputaran pertama gak menangpun bisa ke pak ganjar kita yah. yg jelas jangan ke prabowo pokoknya. https://t.co/kA6CePLPJi,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah.",Dukungan terhadap dua calon menunjukkan sentimen netral karena tidak ada dukungan eksklusif terhadap satu calon.,
@VIVAcoid Memilih mundur dr yang lain selain Abah anies gpp lah ya. Tp ganjar bsa jd option kalau2 Abah gagal https://t.co/P2wV9IFBTP,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah.",Dukungan terhadap dua calon menunjukkan sentimen netral karena tidak ada dukungan eksklusif terhadap satu calon.,
Lokasi TPS Ganjar Pranowo-Mahfud MD Nyoblos Sebelum ke Jakarta https://t.co/t7cTTVBfUX,Netral,Tweet ini memberikan informasi tentang lokasi TPS Ganjar dan Mahfud tanpa menunjukkan dukungan atau kritik yang jelas.,Informasi netral menunjukkan sentimen netral karena tidak ada opini atau emosi yang jelas terhadap Ganjar.,
Mari kita jaga momentum perubahan dengan Vot3 Love untuk Ganjar - Mahfud. Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat @ReallyRoza #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/KYCMnQESDp,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan bahwa mereka adalah pemimpin yang merakyat.,Dukungan yang jelas menunjukkan sentimen positif karena ada keyakinan terhadap Ganjar dan Mahfud.,
@VIVAcoid Aku dukung Pak Anies dulu kalau nggak menang ya Pak Ganjar aja. https://t.co/fWxwKnhSrK,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah.",Dukungan terhadap dua calon menunjukkan sentimen netral karena tidak ada dukungan eksklusif terhadap satu calon.,
Nah…nah…nah… Solusinya pilih pemimpin yang gak bikin beras langka!!! COBLOS NOMOR 3 GANJAR MAHFUD @ganjarpranowo @mohmahfudmd #GanjarPresidenRakyat #MahfudPembelaRakyat #GanjarMahfud2024 https://t.co/wXGo4QYbiX,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan bahwa mereka adalah solusi untuk masalah beras langka.,Dukungan yang jelas menunjukkan sentimen positif karena ada keyakinan terhadap Ganjar dan Mahfud.,
@liputan6dotcom Pak ganjar bisa menjadi pilihan kita karna beliau juga punya komitmen yg sama dengan pak anies. Asalkan bukan nomor dua yah. https://t.co/0C2WGA2Ufr,Netral,"Tweet ini menyatakan bahwa Ganjar bisa menjadi pilihan karena memiliki komitmen yang sama dengan Anies, namun tidak menunjukkan dukungan eksklusif.",Dukungan terhadap dua calon menunjukkan sentimen netral karena tidak ada dukungan eksklusif terhadap satu calon.,
Mas Ganjar dan Mahfud Md duo yang sangat potensial untuk membawa perubahan positif. Mari bersama-sama berkontribusi pada kemajuan bangsa. @Saukiridwan #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/Dx12kbcB5K,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan bahwa mereka adalah duo yang potensial untuk membawa perubahan positif.,Dukungan yang jelas menunjukkan sentimen positif karena ada keyakinan terhadap Ganjar dan Mahfud.,
@AndreasSolusi Bukanya justru ganjar itu loyal banget ya? Ke pdip,Netral,Tweet ini menyatakan bahwa Ganjar sangat loyal kepada PDIP tanpa menunjukkan dukungan atau kritik yang jelas.,Pernyataan netral menunjukkan sentimen netral karena tidak ada opini atau emosi yang jelas terhadap Ganjar.,
@VIVAcoid Anies dulu aja deh di putaran pertama kalau kalah ya Ganjar aja. https://t.co/9R5CkYh5wx,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah.",Dukungan terhadap dua calon menunjukkan sentimen netral karena tidak ada dukungan eksklusif terhadap satu calon.,
Saatnya tunjukkan bahwa kita satu untuk 03. Ganjar Pranowo terbukti lebih baik @Muhamma80973381 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/sYvJTj9YQl,Positif,Tweet ini mendukung Ganjar Pranowo dan menyatakan bahwa dia terbukti lebih baik.,Dukungan yang jelas menunjukkan sentimen positif karena ada keyakinan terhadap Ganjar.,
@hannajoe20 Pengakuan dari orang yang milih banteng. Pemilih ganjar rata2 karena kebijakannya dari partai pengusungnya yang bikin pemilih merasa hutang budi ke partai tsb. Seperti kemudahan pendidikan ke keluarga menengah ke bawah,Netral,Tweet ini menyatakan bahwa pemilih Ganjar merasa hutang budi ke partai pengusungnya karena kebijakan yang menguntungkan.,Pernyataan netral menunjukkan sentimen netral karena tidak ada opini atau emosi yang jelas terhadap Ganjar.,
Dan kerennya beliau tuh BENERAN cari info ttg nikel kasus batu bara kasus food estate mempertanyakan hal yg sama terkait itu KAYU DIBAWA KE MANA WOI. Bahkan beliau ni skg seringnya tak sambati perkara stunting aja sampe tau klo GANJAR beneran paham masalah stunting.,Positif,Tweet ini memuji Ganjar karena benar-benar mencari informasi dan memahami masalah stunting.,Pujian terhadap kemampuan Ganjar menunjukkan sentimen positif karena ada keyakinan terhadap kemampuannya.,
Mudah²an menjadi awal yang baik menjadi kemenangan atas demokrasi dan akal sehat. Hanya kecurangan yang terstruktur sistematis dan masif yang bisa mengalahkan Ganjar Pranowo dan Mahfud MD. Bismillahirrahmanirrahim Semoga Allah SWT menjag negeri ini dari cengkeraman orang² https://t.co/jtuXfeNjBt,Positif,Tweet ini mendukung Ganjar dan Mahfud serta berharap kemenangan atas demokrasi dan akal sehat.,Dukungan yang jelas menunjukkan sentimen positif karena ada keyakinan terhadap Ganjar dan Mahfud.,
@DokterTifa Anies sih… Kalaupun nnti lebih baik saya dukung pak Ganjar lebih baik https://t.co/QIOAUmKHei,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah.",Dukungan terhadap dua calon menunjukkan sentimen netral karena tidak ada dukungan eksklusif terhadap satu calon.,
Melalui keterlibatan dokter dan tenaga K3sehatan di setiap Pusk3smas Ms Ganjar meneguhkan komitmennya untuk menciptakan masyarakat yang sehat dan produktif @_yourrz #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/pXALTQgh1w,Positif,Tweet ini mendukung Ganjar dan menyatakan komitmennya untuk menciptakan masyarakat yang sehat dan produktif.,Dukungan yang jelas menunjukkan sentimen positif karena ada keyakinan terhadap Ganjar.,
@ganjarpranowo Hayo pa itu gendong bayi siapa pa anteng amat . Pa Ganjar suka banget ya sama anak² kecil,Positif,Tweet ini memuji Ganjar karena suka dengan anak-anak kecil.,Pujian terhadap sifat Ganjar menunjukkan sentimen positif karena ada keyakinan terhadap kepribadiannya.,
@ganjarpranowo Haru gembira masyarakat saat bertemu pak Ganjar sangat terlihat jelas,Positif,Tweet ini menyatakan bahwa masyarakat sangat gembira saat bertemu dengan Ganjar.,Pujian terhadap popularitas Ganjar menunjukkan sentimen positif karena ada keyakinan terhadap kepribadiannya.,
Ganjar-Mahfud menjadikan setiap suara rakyat terdengar dan diwujudkan. Ganjar Pranowo terbukti lebih baik @DeaLestari89 #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/nGt9a8IAc6,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan bahwa mereka menjadikan setiap suara rakyat terdengar.,Dukungan yang jelas menunjukkan sentimen positif karena ada keyakinan terhadap Ganjar dan Mahfud.,
@VIVAcoid Masih berharap Anies lah yang akan menang. atau ga ganjar yg jd pilihan kedua pabila anies kalah https://t.co/WXNToYIORv,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah.",Dukungan terhadap dua calon menunjukkan sentimen netral karena tidak ada dukungan eksklusif terhadap satu calon.,
Menuju Indonesia Cemas??? #dirtyvote #CloseTheDoor #IndonesiaMemilih #Pemilu #bawaslu #jokowi #PrabowoGibran2024 #AMINmenang #ganjar https://t.co/7t8EXHQwL3,Negatif,Tweet ini menyatakan kekhawatiran tentang masa depan Indonesia dengan menggunakan hashtag negatif.,Kekhawatiran yang jelas menunjukkan sentimen negatif karena ada ketidakpuasan yang jelas.,
@liputan6dotcom Ayuk Indonesia kita SATUkan. jika sura kita kalah maka di putaran kedua kita harus memenangkan pak ganjar yesss. bukan yg sono. https://t.co/EY3WlDEPHI,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah.",Dukungan terhadap dua calon menunjukkan sentimen netral karena tidak ada dukungan eksklusif terhadap satu calon.,
Dalam keheningan kampanye ini mari kita wujudkan komentar-komentar yang menggugah hati merangkul pemilih yang masih mencari arah. Ganjar Pranowo terbukti lebih baik @minggudesu #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/0Bsbbtm0bU,Positif,Tweet ini mendukung Ganjar dan menyatakan bahwa dia terbukti lebih baik.,Dukungan yang jelas menunjukkan sentimen positif karena ada keyakinan terhadap Ganjar.,
Harga beras naik terus emak2 pada pusing klu gaau pusing hari ini coblos nomor 3 Ganjar-Mahfud untuk Indonesia yg lebih baik segalanya @ganjarpranowo @mohmahfudmd #GanjarPresidenRakyat #MahfudPembelaRakyat #GanjarMahfud2024 https://t.co/URGzDcis5C,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan bahwa mereka adalah solusi untuk masalah beras langka.,Dukungan yang jelas menunjukkan sentimen positif karena ada keyakinan terhadap Ganjar dan Mahfud.,
Terinspirasi banget sama Mas Ganjar-Prof Mahfud di Kampany3 Akbar Kalian keren abis. Ganjar Pranowo terbukti mensejahterakan @waungggaja #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/J2pAG40Jzh,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan bahwa mereka terbukti mensejahterakan.,Dukungan yang jelas menunjukkan sentimen positif karena ada keyakinan terhadap Ganjar dan Mahfud.,
Fuck PDIP hidup GANJAR https://t.co/d1MQAGnLwH,Negatif,Tweet ini menyatakan ketidakpuasan terhadap PDIP dan mendukung Ganjar.,Ketidakpuasan yang jelas menunjukkan sentimen negatif karena ada ketidakpuasan yang jelas.,
@eradotid Ganjar mahfud luar biasa bakalan menang ini mah,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan keyakinan bahwa mereka akan menang.,Dukungan yang jelas menunjukkan sentimen positif karena ada keyakinan terhadap Ganjar dan Mahfud.,
@ganjarpranowo Pemimpin yaang baik pasti selalu dicintai rakyatnya. Semangat pak Ganjar,Positif,Tweet ini memuji Ganjar sebagai pemimpin yang baik dan dicintai rakyatnya.,Pujian terhadap kepribadian Ganjar menunjukkan sentimen positif karena ada keyakinan terhadap kepribadiannya.,
Suara hati masyarakat Solo menggema menyuarakan harapan besar pada kepemimpinan Ganjar-Mahfud . Ganjar Pranowo hanya yang terbaik untuk rakyat @adzabrinly #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/HboXH2UA3G,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan bahwa mereka adalah yang terbaik untuk rakyat.,Dukungan yang jelas menunjukkan sentimen positif karena ada keyakinan terhadap Ganjar dan Mahfud.,
Listrik Gratis dan RTLH mencerminkan keberpihakan kepada warga miskin pilih Mas Ganjar-Prof Mahfud untuk kesejahteraan lebih baik @xdeusmachina #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/JojqRg6nXM,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan bahwa mereka mencerminkan keberpihakan kepada warga miskin.,Dukungan yang jelas menunjukkan sentimen positif karena ada keyakinan terhadap Ganjar dan Mahfud.,
@BANGSAygSUJUD Setianya sama Abah Anies tp bisa kok berpaling kalo sudah mmg dinyatakan gagal putaran pertama ganjar bsa jd option kayanya https://t.co/UFO5x15abh,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah.",Dukungan terhadap dua calon menunjukkan sentimen netral karena tidak ada dukungan eksklusif terhadap satu calon.,
@kumparan Apabila pak Anies kalah putaran pertama lebih baik pilih Ganjar daripada 02 https://t.co/MmkFJAwohP,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah.",Dukungan terhadap dua calon menunjukkan sentimen netral karena tidak ada dukungan eksklusif terhadap satu calon.,
@liputan6dotcom Mari sama kita menangkan pak anies. namun apabila kalah kita cuss ke pak ganjar di pemutaran kedua jangan ke PS yg terpenting. https://t.co/DVZ73BQHsa,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah.",Dukungan terhadap dua calon menunjukkan sentimen netral karena tidak ada dukungan eksklusif terhadap satu calon.,
Ganjar-Mahfud jadi panutan baru di dalam dan luar negeri Asyik. Bersama Ganjar kita sejahtera @DenafaSehun #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/GamdGDJEXh,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan bahwa mereka menjadi panutan baru.,Dukungan yang jelas menunjukkan sentimen positif karena ada keyakinan terhadap Ganjar dan Mahfud.,
Ayo kejar mimpi kita bersama. Bersama Ganjar kita sejahtera @mondsieur #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/oHk6KQNoY6,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan bahwa mereka akan membawa kesejahteraan.,Dukungan yang jelas menunjukkan sentimen positif karena ada keyakinan terhadap Ganjar dan Mahfud.,
Ganjar itu bagus kinerjanya tapi percuma juga klo masih dibawah naungan Megawati (PDIP). ~Kata keluargaku dan teman2ku yg memilih 02,Netral,"Tweet ini menyatakan bahwa Ganjar memiliki kinerja yang bagus, namun ada keraguan karena afiliasi dengan PDIP.",Pernyataan netral menunjukkan sentimen netral karena ada dukungan dan keraguan yang seimbang.,
Assalamualaikum alhamdulilah pagi ini masih diberikan kesehatan tuk beribadah mendoakan kesehatan kebahagiaan kel & anak cucu serta saudara2 ku setanah air alhamdulilah pada hari ini Rabu 14 Feb 2024 akan tercatat dlm sejarah anak purna Polri Ganjar Pranowo presiden thn 2024,Positif,Tweet ini mendukung Ganjar dan menyatakan harapan bahwa dia akan menjadi presiden.,Dukungan yang jelas menunjukkan sentimen positif karena ada keyakinan terhadap Ganjar.,
@ganjarpranowo Klw ada yang murah dan enak kenapa harus yang mahal ya pa. Mantap nih pa Ganjar mau nya yang sederhana aja,Positif,Tweet ini memuji Ganjar karena memilih yang sederhana.,Pujian terhadap sifat Ganjar menunjukkan sentimen positif karena ada keyakinan terhadap kepribadiannya.,
Kampany3 Akbar jadi momentum keren Mas Ganjar-Prof Mahfud berhasil banget bikin kita semangat. Ganjar Pranowo hanya yang terbaik untuk rakyat @vvisaja #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/cS01LNi7S7,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan bahwa mereka adalah yang terbaik untuk rakyat.,Dukungan yang jelas menunjukkan sentimen positif karena ada keyakinan terhadap Ganjar dan Mahfud.,
Masyarakat D3sa merasakan manfaat nyata dengan adanya Pusk3smas di setiap D3sa menjadikan Ms Ganjar sebagai pelopor K3sehatan masyarakat @Y_d_Kr #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/ZBwKDidl7t,Positif,Tweet ini mendukung Ganjar dan menyatakan bahwa dia adalah pelopor kesehatan masyarakat.,Dukungan yang jelas menunjukkan sentimen positif karena ada keyakinan terhadap Ganjar.,
Ganjar-Mahfud menjaga persatuan dan kesatuan tanah air. Ganjar Pranowo terbukti mensejahterakan @dikaokama_ #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/U64x7YaCww,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan bahwa mereka menjaga persatuan dan kesejahteraan.,Dukungan yang jelas menunjukkan sentimen positif karena ada keyakinan terhadap Ganjar dan Mahfud.,
Jangan biarkan kecurangan merusak proses demokrasi mari kita kawal TPS dengan baik . Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat @cleocind #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/buRM0hWSt2,Positif,Tweet ini mendukung Ganjar dan menyatakan bahwa dia adalah pemimpin yang merakyat.,Dukungan yang jelas menunjukkan sentimen positif karena ada keyakinan terhadap Ganjar.,
@liputan6dotcom Pilih nomor dua kalian ? rugii dongg. pilih satu dong pak anies yg benar terbaik. boleh ke pak ganjar kalo pak anies kalah dulu ygy. https://t.co/7SQA0vxTeP,Netral,"Tweet ini menyatakan dukungan awal untuk Anies, namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah.",Dukungan terhadap dua calon menunjukkan sentimen netral karena tidak ada dukungan eksklusif terhadap satu calon.,
Terobosan Ganjar-Mahfud 1 D3sa-1 Pusk3smas menjadi pilar K3sehatan masyarakat di era modern @yubikio #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/kwHODUt6Z7,Positif,Tweet ini mendukung Ganjar dan Mahfud serta menyatakan bahwa mereka adalah pelopor kesehatan masyarakat.,Dukungan yang jelas menunjukkan sentimen positif karena ada keyakinan terhadap Ganjar dan Mahfud.,
